mmsi,inferred,known
3813,Pole and line,
3887,Trawlers,
4022,Purse seines,
4024,Sailing,
4124,Tug,
4160,Set longlines,
4268,Sailing,
4270,Sailing,
4372,Tug,
4406,Pilot,
4438,Pole and line,
4525,Pilot,
4541,Set longlines,
4563,Pilot,
4568,Trawlers,
4668,Set longlines,
4747,Trawlers,
4852,Set longlines,
4910,Seismic vessel,
4922,Sailing,
5033,Pilot,
5034,Purse seines,
5189,Tug,
5248,Set longlines,
5262,Cargo,
5313,Cargo,
5381,Tug,
5602,Trawlers,
5608,Tug,
5625,Trawlers,
5708,Trawlers,
5738,Set gillnets,
5804,Cargo,
5833,Tug,
5853,Tanker,
5868,Set longlines,
5918,Trawlers,
6088,Trawlers,
6149,Tanker,
6185,Pots and traps,
6239,Pole and line,
6275,Tug,
6317,Pilot,
6565,Set longlines,
6579,Sailing,
6626,Pilot,
6630,Pilot,
6666,Tug,
6667,Seismic vessel,
6830,Pots and traps,
6932,Tug,
7088,Set longlines,
7396,Drifting longlines,
7676,Cargo,
8029,Trawlers,
8158,Cargo,
8396,Sailing,Pilot
8888,Purse seines,
9079,Sailing,
9168,Trawlers,
9673,Sailing,
9999,Pots and traps,
10201,Sailing,
10223,Purse seines,
10999,Set longlines,
11121,Sailing,
11158,Sailing,
11311,Sailing,
11346,Sailing,
11723,Sailing,
11760,Purse seines,
11884,Pole and line,
11930,Trawlers,
12048,Pilot,
12063,Pilot,
12069,Pilot,
12347,Sailing,
12824,Tanker,
13017,Set longlines,
13020,Trawlers,
13060,Sailing,
13168,Trawlers,
13200,Trawlers,
13236,Pilot,
13341,Pilot,
13521,Pole and line,
13991,Pole and line,
14124,Trawlers,
14132,Pilot,
14334,Purse seines,
14928,Sailing,
15259,Tug,
15343,Reefer,
15888,Trawlers,
16045,Trawlers,
16050,Trawlers,
16141,Reefer,
16261,Sailing,
16589,Trawlers,
17270,Sailing,
17535,Cargo,
17718,Pole and line,
18002,Purse seines,
18291,Sailing,
18350,Sailing,
18705,Purse seines,
18808,Trawlers,
18817,Purse seines,
19500,Reefer,
19950,Tanker,
20094,Trawlers,
20467,Tanker,
20730,Tanker,
20805,Pilot,
20864,Set longlines,
21720,Cargo,
22068,Purse seines,
22595,Sailing,
23456,Pole and line,
23545,Cargo,
28825,Tug,
31443,Pole and line,
33839,Set gillnets,
39036,Trawlers,
45820,Trawlers,
47000,Set gillnets,
47379,Tanker,
54336,Tanker,
54445,Cargo,
55278,Seismic vessel,
55997,Trawlers,
56790,Cargo,
58807,Cargo,
61656,Sailing,
62000,Sailing,
63352,Cargo,
65001,Pots and traps,
65538,Cargo,
67128,Tanker,
67976,Purse seines,
72411,Tug,
81874,Sailing,
88888,Reefer,
90000,Trawlers,
90032,Set longlines,
90696,Sailing,
93509,Cargo,
95009,Trawlers,
95497,Cargo,
98716,Sailing,
99999,Seismic vessel,
104938,Cargo,
110722,Sailing,
111111,Cargo,
111189,Sailing,
111222,Sailing,
120021,Tanker,
120200,Sailing,
123123,Pots and traps,
123456,Cargo,
123457,Cargo,
123458,Seismic vessel,
123459,Reefer,
123460,Cargo,
123461,Set gillnets,
123465,Trawlers,
123466,Cargo,
123467,Trawlers,
123469,Reefer,
123471,Set gillnets,
123472,Cargo,
123473,Reefer,
123475,Pilot,
123477,Reefer,
123478,Cargo,
123480,Set longlines,
123481,Cargo,
123484,Seismic vessel,
123487,Tanker,
123488,Cargo,
123497,Cargo,
123499,Cargo,
123505,Seismic vessel,
123509,Sailing,
123511,Sailing,
123512,Cargo,
123514,Pilot,
123522,Cargo,
123525,Cargo,
123551,Trawlers,
123553,Pilot,
123562,Pilot,
123565,Tug,
123577,Trawlers,
123583,Cargo,
123589,Trawlers,
123593,Pilot,
123621,Pilot,
134102,Tug,
134508,Tug,
141414,Trawlers,
142281,Reefer,
143481,Tug,
145285,Tug,
149414,Cargo,
150048,Trawlers,
175874,Pots and traps,
200042,Set gillnets,
230001,Seismic vessel,
254714,Tug,
259807,Tanker,
268168,Tug,
286874,Tug,
301157,Set longlines,
305071,Set gillnets,
330690,Tug,
342728,Sailing,
345678,Tug,
378330,Sailing,
381030,Trawlers,
393221,Sailing,
416000,Set gillnets,
416001,Trawlers,
424106,Trawlers,
439541,Purse seines,
439860,Sailing,
445566,Trawlers,
458754,Cargo,
471710,Tanker,
507640,Tug,
512099,Tug,
515853,Tug,
527918,Tug,
578995,Set gillnets,
598734,Tug,
606574,Trawlers,
613914,Set gillnets,
641114,Set gillnets,
670389,Set gillnets,
680841,Trawlers,
688999,Trawlers,
701776,Pilot,
711333,Pole and line,
712987,Pole and line,
713972,Sailing,
753767,Tanker,
773000,Purse seines,
786434,Cargo,
808663,Set longlines,
876225,Cargo,
888888,Tug,
888889,Trawlers,
902123,Trawlers,
905000,Cargo,
927852,Set gillnets,
994322,Pots and traps,
1010101,Tug,
1048576,Cargo,
1056261,Purse seines,
1111111,Squid,
1160042,Tanker,
1190346,Cargo,
1193046,Set gillnets,
1193047,Tanker,
1226784,Sailing,
1235001,Trawlers,
1239468,Tug,
1243100,Pilot,
1299416,Tanker,
1506502,Trawlers,
1506586,Sailing,
1596980,Cargo,
1608265,Trawlers,
1768179,Cargo,
1791140,Cargo,
1822875,Tanker,
1879467,Trawlers,
1905266,Trawlers,
1966109,Trawlers,
2000000,Sailing,
2010236,Pilot,
2031618,Cargo,
2070910,Cargo,
2111333,Set longlines,
2169420,Cargo,
2190062,Seismic vessel,
2253026,Tanker,
2279170,Pole and line,
2310756,Pots and traps,
2314000,Pole and line,
2318479,Tanker,
2320208,Cargo,
2320209,Cargo,
2325714,Tanker,
2338848,Cargo,
2356489,Tanker,
2400236,Pilot,
2424117,Trawlers,
2424122,Sailing,
2424130,Pots and traps,
2447004,Cargo,
2470087,Pole and line,
2512001,Trawlers,
2512003,Trawlers,
2545060,Tanker,
2576009,Seismic vessel,
2576100,Trawlers,
2653518,Cargo,
2701296,Purse seines,
2731184,Pole and line,
2817557,Sailing,
3101111,Reefer,
3110486,Cargo,
3162103,Cargo,
3225137,Cargo,
3254666,Set gillnets,
3331388,Tug,
3361806,Trawlers,
3606000,Cargo,
3660478,Seismic vessel,
3660501,Tanker,
3660503,Cargo,
3660524,Cargo,
3670011,Sailing,
3691855,Reefer,
3694437,Cargo,
3759834,Sailing,
3780296,Set gillnets,
3949312,Pole and line,
3997698,Cargo,
4018950,Tanker,
4021698,Tanker,
4022230,Cargo,
4022611,Cargo,
4163400,Purse seines,
4196666,Seismic vessel,
4196982,Reefer,
4199608,Trawlers,
4444444,Tug,
4500578,Seismic vessel,
4550191,Cargo,
4550901,Purse seines,
4550902,Pilot,
4550906,Trawlers,
4550907,Sailing,
4610005,Sailing,
4804740,Sailing,
5039901,Pole and line,
5120004,Trawlers,
5251537,Reefer,
5255590,Cargo,
5300142,Tug,
5439490,Set longlines,
5472590,Cargo,
5484290,Cargo,
5484990,Tanker,
5741635,Pilot,
5741911,Pilot,
5898242,Cargo,
6003353,Squid,
6010060,Trawlers,
6028097,Tanker,
6459020,Sailing,
6459021,Sailing,
6459022,Pole and line,
6459024,Purse seines,
6459025,Purse seines,
6459027,Sailing,
6645040,Tug,
7037143,Set longlines,
7041637,Tug,
7100013,Sailing,
7100370,Tanker,
7100640,Trawlers,
7250231,Cargo,
7250235,Reefer,
7250370,Sailing,
7250381,Sailing,
7395039,Cargo,
7470044,Trawlers,
7482216,Reefer,
7550000,Tanker,
7568952,Sailing,
7666980,Cargo,
7732054,Tanker,
7798031,Pots and traps,
7809223,Cargo,
7864322,Sailing,
7964014,Set gillnets,
8072781,Purse seines,
8073718,Tug,
8080803,Set longlines,
8082689,Trawlers,
8104046,Tug,
8126466,Cargo,
8203127,Tug,
8417066,Set gillnets,
8481262,Tanker,
8602309,Trawlers,
8661252,Tug,
8875413,Squid,
8888888,Pilot,
8891637,Cargo,
8900658,Tug,
8900660,Tug,
8978434,Tanker,
9010000,Trawlers,
9010154,Trawlers,
9010166,Set longlines,
9010611,Purse seines,
9010680,Trawlers,
9010950,Pilot,
9011111,Purse seines,
9020164,Set longlines,
9020187,Set gillnets,
9020313,Set gillnets,
9020620,Pole and line,
9020765,Set gillnets,
9020824,Pilot,
9020835,Trawlers,
9020857,Pole and line,
9020895,Set longlines,
9020915,Set longlines,
9020965,Set longlines,
9020966,Set longlines,
9021086,Set gillnets,
9021169,Pole and line,
9021278,Trawlers,
9021358,Trawlers,
9021400,Set gillnets,
9021450,Set gillnets,
9021455,Set gillnets,
9021493,Set longlines,
9021513,Cargo,
9021586,Pilot,
9021592,Trawlers,
9021736,Set longlines,
9021887,Trawlers,
9021937,Trawlers,
9022005,Trawlers,
9022066,Trawlers,
9022114,Trawlers,
9022126,Trawlers,
9022169,Pots and traps,
9022177,Cargo,
9022205,Trawlers,
9022213,Trawlers,
9022218,Cargo,
9022297,Cargo,
9022445,Set gillnets,
9022568,Reefer,
9022642,Trawlers,
9022670,Trawlers,
9022708,Set longlines,
9022852,Trawlers,
9022882,Set longlines,
9022935,Trawlers,
9022995,Trawlers,
9081227,Tug,
9097276,Pilot,
9102103,Trawlers,
9102216,Set longlines,
9102217,Tug,
9102235,Set longlines,
9102242,Sailing,
9102346,Set gillnets,
9102407,Set longlines,
9102487,Set gillnets,
9102491,Pole and line,
9102659,Set longlines,
9102674,Trawlers,
9102688,Set longlines,
9102693,Set gillnets,
9102697,Pots and traps,
9102740,Trawlers,
9102751,Reefer,
9102756,Trawlers,
9102796,Trawlers,
9102803,Purse seines,
9102847,Pilot,
9102856,Trawlers,
9102875,Trawlers,
9103012,Pole and line,
9103057,Trawlers,
9103076,Pots and traps,
9103082,Sailing,
9103087,Trawlers,
9103088,Tanker,
9103099,Trawlers,
9103103,Pots and traps,
9103111,Set longlines,
9103137,Trawlers,
9103140,Trawlers,
9103141,Purse seines,
9103143,Trawlers,
9103146,Reefer,
9103495,Trawlers,
9103508,Pots and traps,
9103514,Seismic vessel,
9103635,Pole and line,
9103636,Trawlers,
9103684,Reefer,
9103691,Set gillnets,
9103706,Pots and traps,
9103709,Trawlers,
9103755,Pole and line,
9103756,Trawlers,
9103757,Trawlers,
9103758,Set gillnets,
9103780,Pilot,
9103923,Purse seines,
9103925,Trawlers,
9103927,Pots and traps,
9103928,Trawlers,
9103932,Tanker,
9103937,Trawlers,
9103960,Squid,
9103962,Trawlers,
9104237,Tug,
9104250,Trawlers,
9104390,Trawlers,
9104457,Pilot,
9104466,Tug,
9110391,Reefer,
9111254,Pilot,
9121390,Trawlers,
9123456,Tanker,
9128374,Sailing,
9152985,Cargo,
9166601,Sailing,
9167378,Tanker,
9216195,Sailing,
9220902,Trawlers,
9231236,Reefer,
9254941,Purse seines,
9286528,Trawlers,
9312523,Trawlers,
9327566,Reefer,
9366689,Pilot,
9366691,Tug,
9379000,Sailing,
9632476,Trawlers,
9699330,Cargo,
9999043,Tug,
9999139,Tug,
9999999,Purse seines,
10000000,Purse seines,
10090048,Trawlers,
10101010,Tug,
10421670,Purse seines,Purse seines
10485762,Cargo,
10500794,Cargo,
10537090,Tanker,
10766908,Sailing,
10772765,Cargo,
11075586,Pots and traps,
11111111,Purse seines,
11431150,Cargo,
11468802,Cargo,
11497613,Cargo,
11509620,Sailing,
11518760,Sailing,
11541270,Trawlers,
11572680,Tanker,
11578680,Pots and traps,
11599670,Sailing,
12050082,Trawlers,
12050725,Purse seines,
12221111,Tanker,
12345678,Drifting longlines,
12345679,Cargo,
12430662,Cargo,
12506184,Cargo,
13060452,Set gillnets,
13060527,Pole and line,
13060544,Pole and line,
13060582,Set longlines,
13060630,Set longlines,
13060935,Trawlers,
13060963,Pole and line,
13070259,Pole and line,
13071503,Pilot,
13071522,Trawlers,
13071529,Trawlers,
13072402,Purse seines,
13072424,Purse seines,
13072449,Purse seines,
13072455,Sailing,
13237745,Tanker,
13585417,Trawlers,
13671126,Trawlers,
13790138,Sailing,
14809799,Sailing,
15652184,Tanker,
15896576,Tug,
15990786,Squid,
16484074,Cargo,
16810246,Reefer,
16851354,Pots and traps,
16998894,Cargo,
17723431,Cargo,
17739082,Cargo,
17850344,Set gillnets,
17971867,Purse seines,
18001827,Set longlines,
18976437,Squid,
18976452,Drifting longlines,
18981501,Squid,
18981505,Squid,
19021070,Cargo,
20080315,Pilot,
20121968,Cargo,
20140718,Trawlers,
20141012,Set gillnets,
20202020,Tug,
20315318,Cargo,
20528589,Tanker,
20537299,Tanker,
20541590,Tanker,
20692006,Cargo,
21006800,Tanker,
21068000,Cargo,
21102208,Pilot,
21111111,Tanker,
21125570,Pots and traps,
21142690,Tanker,
21147980,Tanker,
21148930,Tanker,
21150200,Squid,
21150710,Cargo,
21162810,Tanker,
21193046,Tug,
21233666,Cargo,
21274902,Tanker,
21440330,Tanker,
21503223,Cargo,
21526690,Tanker,
21535557,Tanker,
21756906,Tanker,
21999456,Cargo,
22028061,Set gillnets,
22222222,Cargo,
22303714,Set gillnets,
22487118,Pole and line,
22534500,Trawlers,
22874000,Trawlers,
22991925,Tanker,
23093936,Sailing,
23103010,Sailing,
23361900,Set longlines,
23396353,Pilot,
23508275,Pilot,
23508719,Sailing,
23712644,Tanker,
23986178,Tanker,
24022380,Purse seines,
24102340,Purse seines,
24288000,Drifting longlines,
24410253,Tanker,
24412345,Tanker,
24439300,Sailing,
24465003,Pots and traps,
24465095,Cargo,
24465607,Tanker,
24466031,Tanker,Tanker
24466053,Cargo,
24466096,Cargo,
24466375,Sailing,
24467375,Reefer,
24473087,Set gillnets,
24480544,Pots and traps,
24593300,Trawlers,
24660592,Cargo,
24791481,Cargo,
25000116,Set longlines,Trawlers
25559042,Pilot,
25562500,Sailing,
25654025,Cargo,
25852310,Set gillnets,
25920500,Purse seines,
26057480,Pots and traps,
26400262,Set gillnets,
26455181,Tanker,
26647116,Tanker,
26663395,Set longlines,
26737280,Cargo,
27059000,Cargo,
27333710,Tanker,
27335295,Cargo,
27335770,Tug,
27369550,Tug,
27386100,Seismic vessel,
27653800,Set longlines,
27722800,Trawlers,
27920241,Cargo,
28719844,Tanker,
29202465,Set longlines,
29294594,Cargo,
29470427,Cargo,
29913878,Trawlers,
30438228,Cargo,
30474600,Reefer,
30549500,Purse seines,
31339546,Set gillnets,
31423000,Purse seines,
31602656,Sailing,
31685693,Tanker,
31820538,Tanker,
31904900,Sailing,
32926666,Set longlines,
33029006,Tanker,
33161218,Trawlers,
33487398,Tanker,
33814495,Pilot,
35345000,Set longlines,
35516535,Reefer,
35517401,Pilot,
35581900,Tug,
35721500,Reefer,
36696790,Tug,
36700993,Sailing,
36704740,Cargo,
36706320,Tanker,
36742760,Sailing,
36751810,Sailing,
36764000,Purse seines,
36764840,Trawlers,
36879400,Sailing,
36968098,Sailing,
37069100,Trawlers,
37717511,Tug,
37737800,Tug,
38924000,Cargo,
40700479,Pilot,
41000306,Sailing,
41200003,Set gillnets,
41230361,Pots and traps,
41232400,Tanker,
41232613,Tug,
41238122,Pots and traps,
41300000,Seismic vessel,
41300900,Cargo,
41300971,Cargo,
41305701,Pilot,
41309618,Pots and traps,
41332461,Trawlers,
41374900,Tanker,
41377648,Tug,
41381000,Cargo,
41390059,Tanker,
41395438,Cargo,
41395798,Cargo,
41398125,Pots and traps,
42324402,Trawlers,
42809995,Pilot,
43105519,Trawlers,
43676060,Trawlers,
44013550,Set gillnets,
44250603,Sailing,
44670392,Tanker,
44700039,Cargo,
44700147,Cargo,
44700291,Cargo,
44700522,Tanker,
44700886,Cargo,
44710131,Pots and traps,
44730106,Trawlers,
44740042,Tanker,
44740285,Trawlers,
44740697,Cargo,
44780346,Sailing,
44780634,Sailing,
44790153,Cargo,
45636000,Pilot,
45663000,Trawlers,
47047400,Tug,
47055300,Pilot,
47100460,Trawlers,
47143410,Trawlers,
47151030,Trawlers,
49000000,Trawlers,
50010471,Cargo,
50302100,Set gillnets,
52500069,Trawlers,
52816081,Squid,
53370168,Reefer,
56006200,Sailing,
56477800,Tug,
56690582,Sailing,
56990000,Sailing,
57173720,Set gillnets,
60409569,Seismic vessel,
61025890,Trawlers,
61182315,Tug,
61648300,Trawlers,
63601381,Reefer,
63609146,Sailing,
64342000,Tanker,
65373555,Reefer,
66668888,Trawlers,
68951782,Cargo,
69206016,Pots and traps,
70100821,Tug,
70102880,Trawlers,
70321000,Cargo,
71005380,Tug,
71320260,Cargo,
73000001,Tug,
74762000,Trawlers,
75641651,Tug,
76000201,Purse seines,
76000203,Purse seines,
76000210,Purse seines,
76000650,Trawlers,
77151414,Sailing,
77992043,Purse seines,
78378497,Pilot,
80281600,Pole and line,
82635968,Purse seines,
86545235,Tug,
86545236,Tug,
87109632,Trawlers,
88888888,Reefer,
89652387,Cargo,
89654321,Trawlers,
90031310,Sailing,
90043702,Sailing,
90304455,Pole and line,
90304456,Purse seines,
90304462,Pole and line,
92110141,Cargo,
92337015,Tanker,
92431185,Pots and traps,
92760064,Sailing,
95784028,Set gillnets,
98300014,Set longlines,
98300029,Set longlines,
98300099,Set longlines,
98300120,Trawlers,
98300170,Pole and line,
98300180,Pole and line,
98300181,Trawlers,
98300188,Set longlines,
98300203,Set longlines,
98300208,Set longlines,
98300210,Tanker,
98300224,Set gillnets,
98300233,Purse seines,
98300248,Pole and line,
98300251,Trawlers,
98300253,Pilot,
98300257,Set gillnets,
98300260,Pole and line,
98300265,Tanker,
98300268,Pots and traps,
98300298,Sailing,
98300319,Set longlines,
98300354,Pole and line,
98300369,Tanker,
98300388,Sailing,
98300531,Set longlines,
98300548,Set longlines,
98300565,Set longlines,
98300572,Set gillnets,
98300573,Tug,
98300633,Pots and traps,
98300657,Tug,
98300684,Set longlines,
98300791,Set longlines,
98300837,Set gillnets,
98300840,Set gillnets,
98300845,Set longlines,
98300859,Set longlines,
98300864,Set longlines,
98300885,Set gillnets,
98300891,Set longlines,
98300892,Set longlines,
98300897,Set gillnets,
98300901,Set gillnets,
98300908,Set longlines,
98300952,Trawlers,
98300956,Pilot,
98300960,Trawlers,
98300971,Trawlers,
98300973,Pilot,
98300979,Pilot,
98300986,Purse seines,
98301017,Set gillnets,
98301047,Tug,
98301060,Tug,
98301114,Tug,
98301126,Tug,
98301155,Set gillnets,
98301157,Set gillnets,
98301178,Tug,
98301269,Tug,
98301288,Set longlines,
98301289,Tug,
98301434,Set longlines,
98302198,Set longlines,
98302249,Set longlines,
98302296,Pilot,
98302305,Purse seines,
98302321,Set longlines,
98302332,Set longlines,
98302366,Set longlines,
98302373,Purse seines,
98302425,Pole and line,
98302534,Trawlers,
98302554,Set gillnets,
98303200,Pole and line,
98303434,Pole and line,
98303818,Set longlines,
98304019,Set longlines,
98304035,Set longlines,
98304055,Trawlers,
98304056,Set longlines,
98304082,Pole and line,
98304091,Pole and line,
98304228,Pole and line,
98304229,Set longlines,
98304249,Pole and line,
98304323,Set longlines,
98304328,Set longlines,
98304414,Pole and line,
98304426,Set longlines,
98304428,Tug,
98304469,Set longlines,
98304470,Set gillnets,
98304477,Pole and line,
98304481,Pole and line,
98304483,Set longlines,
98304507,Set longlines,
98304510,Set longlines,
98304511,Set longlines,
98304711,Tug,
98304831,Set longlines,
98304832,Set gillnets,
98304833,Set longlines,
98304927,Purse seines,
98304995,Set longlines,
98305071,Trawlers,
98305101,Set gillnets,
98305102,Set gillnets,
98305103,Set gillnets,
98305104,Set gillnets,
98305122,Set gillnets,
98305123,Set longlines,
98305207,Tug,
98305214,Trawlers,
98305226,Tug,
98305229,Tug,
98305236,Set longlines,
98305243,Set longlines,
98305258,Set longlines,
98305261,Tug,
98305305,Set longlines,
98305328,Pole and line,
98305332,Set longlines,
98305342,Set longlines,
98305345,Set longlines,
98305353,Set longlines,
98305362,Set longlines,
98305374,Set longlines,
98305383,Set longlines,
98305387,Set longlines,
98305388,Set longlines,
98305398,Set longlines,
98305482,Set longlines,
98305527,Set longlines,
98305546,Set longlines,
98305637,Set longlines,
98305724,Pilot,
98305866,Pole and line,
98305903,Set longlines,
98306111,Set longlines,
98306432,Set longlines,
98306439,Purse seines,
98306540,Sailing,
98306750,Trawlers,
98306769,Set gillnets,
98307124,Set longlines,
98307129,Purse seines,
98308205,Trawlers,
98360286,Set gillnets,
98360777,Set gillnets,
98360802,Pole and line,
98360819,Drifting longlines,
98360822,Drifting longlines,
98361000,Set longlines,
98361093,Set longlines,
98366069,Set gillnets,
98368403,Set gillnets,
98368537,Set gillnets,
98370008,Set gillnets,
98370023,Set longlines,
98370057,Purse seines,
98370099,Set longlines,
98370246,Set gillnets,
98370262,Drifting longlines,
98370557,Set gillnets,
99775325,Set gillnets,
99999025,Tug,
99999081,Tug,
99999156,Tug,
99999319,Tug,
99999395,Tug,
99999999,Sailing,
100000000,Pots and traps,
100000001,Trawlers,
100000003,Set longlines,
100000015,Seismic vessel,
100000046,Set gillnets,
100000324,Pots and traps,
100001001,Sailing,
100001681,Pole and line,
100005205,Pots and traps,
100005243,Set gillnets,
100005432,Set longlines,
100005461,Set longlines,
100005466,Pots and traps,
100010001,Sailing,
100012582,Set longlines,
100014971,Sailing,
100036862,Purse seines,
100065208,Set longlines,
100075210,Set longlines,
100197000,Sailing,
100506940,Squid,
100654012,Trawlers,
100700034,Trawlers,
100700035,Trawlers,
100700052,Trawlers,
100700106,Set longlines,
100700108,Trawlers,
100700113,Set longlines,
100700123,Trawlers,
100700127,Trawlers,
100700144,Set longlines,
100700158,Trawlers,
100700159,Set longlines,
100700205,Set longlines,
100700208,Trawlers,
100700210,Set longlines,
100700216,Trawlers,
100700227,Trawlers,
100700231,Trawlers,
100700241,Trawlers,
100700382,Pots and traps,
100700443,Pots and traps,
100700491,Pots and traps,
100700576,Pole and line,
100700647,Trawlers,
100700695,Set longlines,
100700754,Trawlers,
100700762,Purse seines,
100700763,Purse seines,
100700766,Set longlines,
100700767,Tug,
100700768,Squid,
100700772,Trawlers,
100700775,Set gillnets,
100700776,Trawlers,
100700779,Trawlers,
100700788,Squid,
100700806,Trawlers,
100700832,Trawlers,
100700833,Pots and traps,
100700834,Trawlers,
100700888,Trawlers,
100701098,Purse seines,
100701297,Trawlers,
100701332,Set longlines,
100701525,Pole and line,
100701635,Cargo,
100701656,Trawlers,
100701716,Pots and traps,
100701853,Trawlers,
100702081,Trawlers,
100702086,Trawlers,
100702089,Trawlers,
100702252,Set longlines,
100702468,Trawlers,
100702516,Trawlers,
100702529,Purse seines,
100702530,Set longlines,
100702531,Purse seines,
100702534,Purse seines,
100702538,Purse seines,
100702562,Set longlines,
100702574,Trawlers,
100702578,Trawlers,
100702591,Trawlers,
100702606,Set longlines,
100702613,Set gillnets,
100702630,Set longlines,
100702635,Pole and line,
100702639,Trawlers,
100702640,Trawlers,
100702652,Trawlers,
100702670,Purse seines,
100702674,Purse seines,
100702679,Trawlers,
100702825,Trawlers,
100703104,Set gillnets,
100703127,Purse seines,
100703173,Pots and traps,
100703174,Set longlines,
100703779,Set longlines,
100704002,Set gillnets,
100704006,Trawlers,
100704464,Trawlers,
100705211,Set longlines,
100705277,Set gillnets,
100705282,Purse seines,
100705310,Pilot,
100705648,Trawlers,
100705669,Cargo,
100705859,Trawlers,
100705863,Set longlines,
100706185,Trawlers,
100706204,Trawlers,
100706253,Pots and traps,
100706257,Set gillnets,
100706320,Trawlers,
100706322,Trawlers,
100706324,Trawlers,
100706390,Pots and traps,
100706392,Trawlers,
100706558,Set gillnets,
100706589,Trawlers,
100706662,Trawlers,
100710265,Set longlines,
100710753,Purse seines,
100710757,Tanker,
100710931,Pilot,
100710991,Set gillnets,
100710993,Trawlers,
100712595,Tanker,
100789990,Set longlines,
100800276,Set longlines,
100813908,Tanker,
100869562,Set longlines,
100870214,Set longlines,
100870555,Sailing,
100872120,Set longlines,
100873348,Set longlines,
100873408,Pots and traps,
100873418,Set gillnets,
100873420,Set longlines,
100874066,Set longlines,
100874352,Set longlines,
100874692,Set gillnets,
100874693,Set longlines,
100876184,Set longlines,
100876333,Pots and traps,
100876344,Set gillnets,
100876346,Pots and traps,
100876448,Set gillnets,
100876602,Pots and traps,
100876608,Trawlers,
100900000,Trawlers,
100900001,Cargo,
100900002,Purse seines,
100900003,Reefer,
100900052,Reefer,
100900058,Trawlers,
100900062,Reefer,
100900283,Tug,
100900299,Trawlers,
100900321,Trawlers,
100900516,Trawlers,
100900517,Reefer,
100901004,Seismic vessel,
100901061,Sailing,
100901180,Set longlines,
100901212,Set longlines,
100901238,Pots and traps,
100901239,Reefer,
100901241,Set longlines,
100901460,Pole and line,
100902021,Set longlines,
100902222,Trawlers,
100903037,Sailing,
100904057,Trawlers,
100905000,Cargo,
100910043,Pole and line,
100912345,Purse seines,
100920003,Trawlers,
100922222,Tanker,
100960359,Pots and traps,
101000114,Trawlers,
101006333,Tug,
101010101,Cargo,
