mmsi,inferred,known
4438,Pole and line,
4525,Seismic vessel,
4563,Tug,
4742,Trawlers,
4747,Trawlers,
4859,Sailing,
4910,Seismic vessel,
4922,Trawlers,
5033,Pilot,
5034,Pilot,
5110,Set gillnets,
5248,Purse seines,
5252,Trawlers,
5258,Tug,
5381,Pilot,
5625,Set longlines,
5738,Set gillnets,
5833,Tug,
5853,Tanker,
6149,Trawlers,
6185,Pots and traps,
6239,Set gillnets,
6275,Pilot,
6317,Set longlines,
6387,Purse seines,
6435,Trawlers,
6508,Tug,
6579,Purse seines,
6626,Pilot,
6630,Pilot,
6667,Seismic vessel,
6827,Pilot,
6932,Tug,
6946,Squid,
7037,Tug,
7088,Set longlines,
8029,Pole and line,
8396,Sailing,Pilot
8710,Trawlers,
9079,Sailing,
9673,Sailing,
9999,Sailing,
10201,Purse seines,
10223,Purse seines,
11121,Sailing,
11158,Sailing,
11311,Purse seines,
11346,Purse seines,
11723,Purse seines,
11760,Purse seines,
12048,Pilot,
12063,Pilot,
12069,Pilot,
12270,Purse seines,
12347,Sailing,
12348,Purse seines,
12432,Set gillnets,
13020,Trawlers,
13060,Purse seines,
13104,Trawlers,
13168,Trawlers,
13236,Reefer,
13341,Pilot,
13521,Purse seines,
13991,Pole and line,
14013,Set longlines,
14122,Trawlers,
14124,Trawlers,
14334,Trawlers,
14928,Sailing,
15343,Tanker,
15416,Sailing,
16045,Trawlers,
16050,Trawlers,
16261,Sailing,
16560,Set gillnets,
16589,Trawlers,
17718,Purse seines,
18291,Reefer,
18383,Trawlers,
18705,Purse seines,
18808,Trawlers,
18817,Sailing,
19696,Pilot,
20094,Sailing,
20467,Tanker,
20788,Sailing,
20929,Pilot,
21001,Purse seines,
21441,Pole and line,
21720,Cargo,
22068,Purse seines,
22595,Pole and line,
23456,Purse seines,
31151,Trawlers,
31281,Cargo,
31443,Pole and line,
32767,Sailing,
32768,Set gillnets,
36413,Drifting longlines,
36416,Sailing,
36422,Squid,
36451,Squid,
36481,Squid,
36483,Sailing,
36549,Squid,
36582,Squid,
36603,Squid,
36605,Squid,
36627,Squid,
36628,Squid,
36629,Squid,
36641,Squid,
36645,Squid,
36676,Squid,
36677,Squid,
36678,Squid,
36679,Squid,
36680,Squid,
39036,Sailing,
40785,Purse seines,
41015,Sailing,
41365,Squid,
41407,Sailing,
45820,Trawlers,
47000,Trawlers,
47799,Sailing,
49960,Tanker,
54336,Cargo,
54445,Cargo,
54765,Tug,
55997,Trawlers,
56790,Set longlines,
62000,Sailing,
63352,Cargo,
67976,Purse seines,
69645,Trawlers,
69663,Trawlers,
72411,Trawlers,
80325,Sailing,
81019,Set longlines,
81874,Sailing,
82005,Set longlines,
82009,Pots and traps,
82010,Pots and traps,
88888,Set gillnets,
90696,Purse seines,
90909,Trawlers,
91601,Set gillnets,
91602,Set gillnets,
93509,Cargo,
94999,Pilot,
100000,Sailing,
104938,Cargo,
110722,Purse seines,
111111,Cargo,
111189,Cargo,
111222,Sailing,
115749,Pilot,
117096,Sailing,
120200,Seismic vessel,
123123,Pots and traps,
123456,Purse seines,
123466,Cargo,
123471,Pilot,
123472,Set longlines,
123474,Tanker,
123477,Cargo,
123490,Cargo,
123494,Squid,
123499,Cargo,
123513,Tanker,
123514,Pilot,
123518,Pilot,
123521,Reefer,
123524,Trawlers,
123536,Set longlines,
123540,Tug,
123551,Trawlers,
123554,Tug,
123600,Purse seines,
123621,Pilot,
133310,Pilot,
134508,Trawlers,
143481,Tug,
149414,Trawlers,
150048,Trawlers,
175874,Sailing,
183501,Sailing,
195566,Trawlers,
196672,Reefer,
201851,Drifting longlines,
230001,Cargo,
249762,Pots and traps,
254714,Tug,
259807,Trawlers,
270995,Pilot,
286874,Cargo,
301157,Set longlines,
304392,Pole and line,
304860,Set longlines,
305107,Set gillnets,
330690,Tug,
342728,Trawlers,
378330,Sailing,
381030,Trawlers,
392341,Tanker,
410000,Trawlers,
410690,Pots and traps,
412015,Sailing,
416000,Set gillnets,
424106,Trawlers,
434402,Reefer,
500430,Trawlers,
512099,Tug,
520000,Trawlers,
520167,Pole and line,
527918,Tug,
529486,Sailing,
559087,Trawlers,
568859,Seismic vessel,
578995,Tanker,
598734,Tug,
613914,Set gillnets,
626001,Sailing,
641114,Trawlers,
654321,Tug,
711392,Trawlers,
713972,Sailing,
729856,Sailing,
729859,Cargo,
753767,Trawlers,
773000,Purse seines,
852140,Tug,
855368,Tanker,
888888,Tug,
895806,Pots and traps,
897996,Pilot,
905000,Tanker,
923166,Trawlers,
927852,Trawlers,
976000,Tug,
981261,Sailing,
984354,Pots and traps,
990023,Pots and traps,
992231,Set gillnets,
992232,Set gillnets,
999933,Pilot,
1010101,Tug,
1021500,Trawlers,
1021501,Trawlers,
1042432,Squid,
1048576,Cargo,
1056261,Trawlers,
1160042,Tanker,
1193046,Set gillnets,
1193047,Tanker,
1226784,Trawlers,
1234567,Trawlers,
1235001,Trawlers,
1239468,Tug,
1257998,Sailing,
1506586,Trawlers,
1572866,Cargo,
1605312,Tanker,
1774838,Pots and traps,
1791140,Cargo,
1820014,Tanker,
1822875,Tanker,
1879467,Cargo,
1966109,Set longlines,
2000000,Sailing,
2000080,Trawlers,
2004313,Set longlines,
2010236,Pilot,
2031618,Cargo,
2070910,Cargo,
2101948,Sailing,
2111333,Set longlines,
2169420,Cargo,
2190062,Trawlers,
2212724,Sailing,
2240991,Seismic vessel,
2240992,Sailing,
2240993,Reefer,
2240994,Reefer,
2240995,Seismic vessel,
2240996,Seismic vessel,
2240997,Seismic vessel,
2241001,Seismic vessel,
2241002,Sailing,
2241003,Seismic vessel,
2241004,Seismic vessel,
2241005,Reefer,
2241006,Trawlers,
2241007,Seismic vessel,
2241008,Sailing,
2241009,Seismic vessel,
2241012,Reefer,
2241016,Trawlers,
2241056,Sailing,
2241062,Sailing,
2241075,Tug,
2241076,Purse seines,
2241077,Tug,
2241081,Tug,
2241082,Purse seines,
2241084,Purse seines,
2241085,Purse seines,
2241088,Sailing,
2241094,Sailing,
2241114,Reefer,
2241123,Trawlers,
2241131,Sailing,
2241136,Trawlers,
2241138,Sailing,
2241139,Sailing,
2241144,Trawlers,
2241145,Trawlers,
2241146,Trawlers,
2241147,Trawlers,
2241148,Trawlers,
2241149,Trawlers,
2241151,Trawlers,
2241152,Trawlers,
2242124,Reefer,
2242125,Tug,
2242126,Tug,
2242129,Cargo,
2242130,Reefer,
2242132,Pole and line,
2242134,Sailing,
2242135,Sailing,
2242136,Sailing,
2242137,Sailing,
2242138,Sailing,
2242139,Sailing,
2242140,Reefer,
2242142,Sailing,
2242143,Trawlers,
2242144,Tug,
2242147,Tug,
2242148,Tug,
2242151,Sailing,
2242155,Purse seines,
2242156,Trawlers,
2242160,Sailing,
2242163,Reefer,
2242166,Cargo,
2242167,Sailing,
2242169,Sailing,
2242170,Reefer,
2242171,Sailing,
2242172,Reefer,
2242173,Sailing,
2242175,Trawlers,
2242176,Sailing,
2249898,Trawlers,
2249901,Sailing,
2249999,Sailing,
2278000,Sailing,
2300074,Trawlers,
2300077,Trawlers,
2300078,Trawlers,
2300079,Trawlers,
2300080,Trawlers,
2300081,Trawlers,
2300087,Cargo,
2301010,Set longlines,
2302777,Cargo,
2310756,Pots and traps,
2311300,Trawlers,
2311600,Trawlers,
2311800,Trawlers,
2314000,Trawlers,
2320208,Cargo,
2320209,Tanker,
2320211,Cargo,
2320761,Pots and traps,
2320799,Sailing,
2320816,Drifting longlines,
2323112,Sailing,
2326791,Tanker,
2338848,Cargo,
2339001,Sailing,
2400236,Pilot,
2422352,Trawlers,
2424103,Purse seines,
2424109,Sailing,
2424117,Trawlers,
2424122,Sailing,
2424130,Pots and traps,
2424131,Tug,
2424145,Trawlers,
2424834,Trawlers,
2447004,Tug,
2470072,Purse seines,
2470087,Seismic vessel,
2470093,Sailing,
2489950,Trawlers,
2500370,Tug,
2500450,Cargo,
2512001,Trawlers,
2512002,Trawlers,
2512003,Trawlers,
2515001,Sailing,
2515003,Trawlers,
2515004,Trawlers,
2515005,Trawlers,
2515006,Purse seines,
2515007,Pots and traps,
2515009,Trawlers,
2515010,Trawlers,
2515011,Purse seines,
2515013,Trawlers,
2515014,Sailing,
2515015,Purse seines,
2515016,Trawlers,
2515017,Purse seines,
2515018,Sailing,
2515020,Reefer,
2515021,Purse seines,
2515022,Purse seines,
2515023,Purse seines,
2515025,Sailing,
2515026,Reefer,
2515027,Squid,
2515028,Purse seines,
2515029,Purse seines,
2515030,Purse seines,
2515031,Purse seines,
2515032,Purse seines,
2515033,Purse seines,
2515034,Pots and traps,
2515035,Pots and traps,
2515036,Purse seines,
2515041,Purse seines,
2515042,Purse seines,
2515050,Sailing,
2545060,Pots and traps,
2573221,Trawlers,
2573229,Trawlers,
2573403,Trawlers,
2573415,Sailing,
2573425,Sailing,
2573445,Reefer,
2573465,Sailing,
2573475,Sailing,
2573485,Tug,
2573515,Tug,
2573540,Cargo,
2573555,Purse seines,
2573565,Sailing,
2573575,Tug,
2573585,Purse seines,
2573595,Purse seines,
2573599,Purse seines,
2573905,Trawlers,
2576009,Seismic vessel,
2576100,Trawlers,
2576280,Purse seines,
2579999,Tug,
2633020,Pots and traps,
2633030,Trawlers,
2633060,Trawlers,
2633080,Sailing,
2655020,Sailing,
2686314,Set gillnets,
2701296,Pilot,
2731130,Trawlers,
2731778,Set gillnets,
2734421,Tug,
2734466,Purse seines,
2734477,Trawlers,
2734484,Trawlers,
2734497,Tug,
2817557,Sailing,
3001269,Set longlines,
3100001,Sailing,
3110486,Tanker,
3160000,Reefer,
3160009,Sailing,
3160066,Purse seines,
3160073,Purse seines,
3160074,Purse seines,
3160083,Sailing,
3160084,Purse seines,
3160089,Seismic vessel,
3160090,Sailing,
3160091,Trawlers,
3160096,Purse seines,
3160097,Purse seines,
3160098,Purse seines,
3160099,Purse seines,
3160100,Purse seines,
3160102,Tug,
3160103,Trawlers,
3160105,Purse seines,
3160106,Trawlers,
3160107,Reefer,
3160108,Trawlers,
3160109,Purse seines,
3160110,Purse seines,
3160111,Purse seines,
3160112,Pots and traps,
3160113,Trawlers,
3160114,Reefer,
3160119,Purse seines,
3160120,Purse seines,
3160122,Purse seines,
3160126,Trawlers,
3160134,Sailing,
3160136,Purse seines,
3160137,Sailing,
3160140,Sailing,
3160142,Sailing,
3160144,Tug,
3160146,Purse seines,
3160148,Sailing,
3160149,Purse seines,
3160151,Trawlers,
3160154,Sailing,
3160155,Tug,
3160157,Purse seines,
3160160,Purse seines,
3160164,Sailing,
3160167,Tug,
3160169,Tug,
3160171,Trawlers,
3211266,Tanker,
3331388,Set gillnets,
3450310,Pots and traps,
3475000,Reefer,
3475010,Sailing,
3552817,Reefer,
3570970,Purse seines,
3571171,Tug,
3571480,Tug,
3606000,Cargo,
3660088,Pole and line,
3660465,Trawlers,
3660478,Seismic vessel,
3660489,Cargo,
3660501,Tanker,
3660503,Cargo,
3660524,Cargo,
3660609,Sailing,
3660613,Tug,
3660618,Tug,
3660619,Purse seines,
3660623,Sailing,
3660626,Sailing,
3660627,Sailing,
3660628,Sailing,
3660629,Sailing,
3660634,Sailing,
3660636,Tug,
3660637,Trawlers,
3660645,Pots and traps,
3660647,Trawlers,
3660651,Trawlers,
3660653,Trawlers,
3660654,Trawlers,
3660660,Trawlers,
3660667,Trawlers,
3660672,Trawlers,
3660674,Trawlers,
3660675,Trawlers,
3660676,Trawlers,
3660684,Trawlers,
3660691,Trawlers,
3660693,Trawlers,
3660697,Sailing,
3660698,Trawlers,
3660700,Seismic vessel,
3660753,Trawlers,
3660838,Pole and line,
3660846,Trawlers,
3660857,Trawlers,
3660858,Trawlers,
3660860,Pole and line,
3660863,Trawlers,
3660865,Trawlers,
3665002,Purse seines,
3669102,Purse seines,
3669135,Sailing,
3669137,Tug,
3669138,Sailing,
3669139,Sailing,
3669140,Sailing,
3669142,Sailing,
3669143,Trawlers,
3669144,Sailing,
3669145,Sailing,
3669146,Reefer,
3669147,Tug,
3669148,Purse seines,
3669149,Tug,
3669156,Trawlers,
3669170,Sailing,
3669181,Sailing,
3669183,Sailing,
3669184,Trawlers,
3669187,Trawlers,
3669188,Trawlers,
3669189,Sailing,
3669190,Tug,
3669708,Trawlers,
3669709,Trawlers,
3669710,Trawlers,
3669731,Drifting longlines,
3669743,Tug,
3669753,Purse seines,
3669755,Tug,
3669769,Sailing,
3669772,Tug,
3669773,Sailing,
3669776,Tug,
3669780,Sailing,
3669781,Squid,
3669782,Tug,
3669783,Trawlers,
3669785,Trawlers,
3669787,Sailing,
3669788,Trawlers,
3669789,Trawlers,
3669792,Sailing,
3669795,Purse seines,
3669799,Sailing,
3669955,Trawlers,
3669969,Trawlers,
3669970,Pots and traps,
3669981,Pots and traps,
3669987,Trawlers,
3670011,Sailing,
3689001,Sailing,
3699102,Tug,
3759834,Tanker,
3812966,Trawlers,
3997698,Cargo,
3999384,Tug,
4001269,Set longlines,
4010980,Trawlers,
4018950,Tanker,
4021698,Tanker,
4033004,Tanker,
4033005,Purse seines,
4101231,Trawlers,
4132442,Purse seines,
4133896,Sailing,
4134321,Trawlers,
4190001,Trawlers,
4190002,Trawlers,
4190003,Trawlers,
4190004,Tanker,
4190005,Tanker,
4190009,Reefer,
4190010,Reefer,
4190012,Tanker,
4190014,Tug,
4190015,Tanker,
4190016,Tug,
4190020,Tanker,
4190021,Tanker,
4190023,Trawlers,
4190024,Trawlers,
4190025,Trawlers,
4190026,Sailing,
4190030,Tug,
4190033,Tug,
4190034,Sailing,
4190036,Tanker,
4190037,Sailing,
4190038,Trawlers,
4190041,Tanker,
4190042,Tanker,
4190043,Tanker,
4190044,Trawlers,
4190045,Sailing,
4190046,Tanker,
4190068,Sailing,
4192212,Trawlers,
4192213,Sailing,
4192216,Sailing,
4192218,Trawlers,
4192221,Trawlers,
4192222,Sailing,
4192224,Purse seines,
4192226,Sailing,
4192231,Trawlers,
4192232,Sailing,
4192233,Sailing,
4192234,Trawlers,
4192236,Purse seines,
4192237,Sailing,
4192238,Sailing,
4192239,Sailing,
4192240,Sailing,
4192241,Sailing,
4192242,Purse seines,
4192243,Sailing,
4192244,Purse seines,
4192245,Sailing,
4192246,Trawlers,
4192247,Trawlers,
4192248,Purse seines,
4194401,Pots and traps,
4194404,Trawlers,
4194409,Pots and traps,
4194415,Trawlers,
4194416,Trawlers,
4194417,Tug,
4194418,Sailing,
4194419,Trawlers,
4194420,Trawlers,
4194421,Tug,
4194422,Trawlers,
4194423,Trawlers,
4194424,Trawlers,
4194425,Trawlers,
4194426,Tug,
4194427,Sailing,
4194429,Trawlers,
4194430,Trawlers,
4194431,Trawlers,
4194433,Trawlers,
4194435,Trawlers,
4194437,Trawlers,
4194438,Sailing,
4194440,Trawlers,
4194441,Sailing,
4194442,Sailing,
4194443,Trawlers,
4196666,Seismic vessel,
4196982,Tanker,
4198008,Trawlers,
4198009,Trawlers,
4198011,Trawlers,
4198012,Trawlers,
4198013,Sailing,
4280003,Pole and line,
4280052,Pole and line,
4310102,Sailing,
4310105,Sailing,
4310106,Sailing,
4310110,Sailing,
4310111,Sailing,
4310113,Sailing,
4310114,Tug,
4310115,Tug,
4310116,Tug,
4310117,Sailing,
4310118,Sailing,
4310119,Tug,
4310120,Tug,
4310121,Sailing,
4310205,Tug,
4310206,Trawlers,
4310208,Tug,
4310209,Trawlers,
4310306,Sailing,
4310308,Sailing,
4310403,Sailing,
4310510,Sailing,
4310511,Sailing,
4310512,Trawlers,
4310803,Sailing,
4310902,Tug,
4311010,Sailing,
4311105,Sailing,
4401032,Trawlers,
4401033,Trawlers,
4403008,Trawlers,
4403316,Purse seines,
4403322,Trawlers,
4403326,Sailing,
4403603,Trawlers,
4405502,Trawlers,
4405503,Trawlers,
4406000,Trawlers,
4406001,Trawlers,
4406002,Pots and traps,
4406400,Trawlers,
4406461,Cargo,
4444444,Tug,
4550191,Cargo,
4550901,Purse seines,
4550902,Trawlers,
4550906,Trawlers,
4550907,Seismic vessel,
4610005,Seismic vessel,
4700005,Set longlines,
4707084,Trawlers,
5001073,Trawlers,
5001269,Set longlines,
5030021,Trawlers,
5030044,Sailing,
5030045,Trawlers,
5030046,Sailing,
5030047,Sailing,
5030048,Sailing,
5030049,Trawlers,
5030051,Sailing,
5030052,Trawlers,
5030053,Sailing,
5030078,Trawlers,
5030079,Sailing,
5030080,Tug,
5030091,Sailing,
5030094,Sailing,
5030098,Trawlers,
5030099,Trawlers,
5030100,Drifting longlines,
5030101,Tug,
5030105,Sailing,
5030106,Pole and line,
5030107,Sailing,
5030108,Pole and line,
5030109,Trawlers,
5030119,Pole and line,
5030147,Sailing,
5030148,Pole and line,
5030149,Sailing,
5030150,Set longlines,
5030151,Purse seines,
5030152,Trawlers,
5030198,Pots and traps,
5030199,Trawlers,
5030204,Purse seines,
5030205,Purse seines,
5030206,Purse seines,
5030225,Trawlers,
5030226,Sailing,
5030227,Sailing,
5030228,Trawlers,
5030229,Purse seines,
5030230,Purse seines,
5030252,Trawlers,
5030253,Trawlers,
5030254,Trawlers,
5030256,Trawlers,
5030257,Sailing,
5030267,Sailing,
5030268,Purse seines,
5030272,Trawlers,
5030273,Pole and line,
5030274,Purse seines,
5030275,Trawlers,
5030281,Sailing,
5030284,Trawlers,
5030285,Sailing,
5030292,Pole and line,
5030306,Trawlers,
5030310,Trawlers,
5030312,Set gillnets,
5030314,Pole and line,
5038830,Purse seines,
5120004,Pole and line,
5122020,Sailing,
5200173,Trawlers,
5242882,Set gillnets,
5250010,Trawlers,
5250021,Trawlers,
5250028,Trawlers,
5250030,Reefer,
5250033,Trawlers,
5251537,Purse seines,
5255590,Cargo,
5269623,Trawlers,
5300142,Cargo,
5321000,Trawlers,
5330049,Trawlers,
5330075,Purse seines,
5330076,Tug,
5330101,Trawlers,
5330173,Trawlers,
5330174,Sailing,
5330504,Trawlers,
5330514,Pots and traps,
5355846,Tanker,
5472590,Cargo,
5484290,Cargo,
5550055,Tug,
5631108,Tug,
5631116,Reefer,
5631122,Tug,
5631127,Purse seines,
5631128,Cargo,
5631131,Seismic vessel,
5631133,Tug,
5631135,Trawlers,
5631137,Trawlers,
5631139,Tanker,
5631144,Cargo,
5671101,Sailing,
5671106,Trawlers,
5671107,Sailing,
5671113,Sailing,
5671117,Cargo,
5671207,Trawlers,
5671304,Trawlers,
5671309,Trawlers,
6010021,Purse seines,
6010022,Pole and line,
6010023,Purse seines,
6010025,Pole and line,
6010026,Purse seines,
6010027,Sailing,
6010030,Reefer,
6010031,Trawlers,
6010033,Trawlers,
6010034,Trawlers,
6010037,Trawlers,
6010038,Trawlers,
6010039,Trawlers,
6010043,Trawlers,
6010045,Trawlers,
6010046,Trawlers,
6010049,Purse seines,
6010050,Trawlers,
6010051,Purse seines,
6010053,Reefer,
6010060,Trawlers,
6101001,Trawlers,
6107000,Pilot,
6160001,Tug,
6170001,Trawlers,
6170002,Trawlers,
6192100,Purse seines,
6221002,Tug,
6221003,Purse seines,
6221005,Purse seines,
6221008,Tug,
6260001,Pole and line,
6260002,Trawlers,
6260003,Sailing,
6271101,Trawlers,
6271102,Pots and traps,
6271103,Sailing,
6271104,Trawlers,
6271105,Sailing,
6271107,Trawlers,
6341210,Purse seines,
6459020,Sailing,
6459021,Sailing,
6459022,Pole and line,
6459024,Purse seines,
6459025,Purse seines,
6459027,Sailing,
6473100,Trawlers,
6477300,Trawlers,
6590100,Pole and line,
6590200,Trawlers,
6605005,Pots and traps,
6619138,Cargo,
6630001,Trawlers,
6631004,Tug,
6631007,Tug,
6645040,Trawlers,
6817003,Reefer,
6904672,Sailing,
7010003,Sailing,
7010005,Sailing,
7010008,Tug,
7010009,Sailing,
7010014,Pots and traps,
7010018,Tug,
7010020,Pots and traps,
7010021,Pots and traps,
7010022,Sailing,
7010033,Tug,
7010035,Tug,
7010037,Sailing,
7010038,Sailing,
7010039,Tug,
7010306,Trawlers,
7010307,Pots and traps,
7041637,Seismic vessel,
7100013,Pilot,
7100079,Trawlers,
7100370,Tanker,
7100640,Trawlers,
7100682,Trawlers,
7104001,Trawlers,
7104003,Purse seines,
7104005,Purse seines,
7250040,Tug,
7250231,Reefer,
7250370,Sailing,
7250381,Sailing,
7250390,Sailing,
7250400,Trawlers,
7250440,Tug,
7300101,Sailing,
7300201,Sailing,
7300400,Purse seines,
7300401,Purse seines,
7300431,Purse seines,
7300501,Purse seines,
7300801,Tug,
7300901,Sailing,
7351001,Pots and traps,
7351523,Trawlers,
7351524,Trawlers,
7351525,Trawlers,
7351526,Pots and traps,
7351527,Trawlers,
7351529,Trawlers,
7351530,Trawlers,
7351531,Pole and line,
7367055,Purse seines,
7550004,Sailing,
7550006,Pots and traps,
7550008,Trawlers,
7554169,Sailing,
7568952,Cargo,
7611680,Sailing,
7751001,Trawlers,
7751003,Trawlers,
7751004,Trawlers,
7751005,Set longlines,
7777777,Drifting longlines,
7864322,Sailing,
7964014,Pole and line,
8001244,Pilot,
8072781,Purse seines,
8073718,Purse seines,
8081970,Tug,
8203127,Tug,
8497979,Trawlers,
8602309,Pole and line,
8661252,Tug,
8900658,Tug,
8900660,Tug,
8921236,Set longlines,
9010120,Purse seines,
9010123,Set gillnets,
9010134,Trawlers,
9010166,Set longlines,
9010680,Set longlines,
9011111,Purse seines,
9020313,Set longlines,
9020582,Trawlers,
9020635,Trawlers,
9020642,Trawlers,
9020789,Pole and line,
9020877,Sailing,
9020966,Set gillnets,
9021011,Trawlers,
9021019,Purse seines,
9021158,Set longlines,
9021166,Trawlers,
9021338,Tug,
9021349,Trawlers,
9021400,Set gillnets,
9021485,Squid,
9021493,Set gillnets,
9021500,Pots and traps,
9021565,Set longlines,
9021582,Trawlers,
9021729,Pole and line,
9021881,Set gillnets,
9022066,Trawlers,
9022076,Trawlers,
9022114,Trawlers,
9022177,Cargo,
9022205,Tug,
9022297,Cargo,
9022394,Trawlers,
9022670,Trawlers,
9022708,Pole and line,
9022724,Trawlers,
9022772,Set longlines,
9022852,Set gillnets,
9022935,Pole and line,
9022995,Trawlers,
9097276,Pilot,
9101085,Set gillnets,
9102216,Pilot,
9102242,Sailing,
9102487,Pole and line,
9102502,Pots and traps,
9102659,Sailing,
9102678,Set longlines,
9102696,Purse seines,
9102697,Trawlers,
9102751,Reefer,
9102753,Reefer,
9102762,Trawlers,
9102778,Purse seines,
9102796,Trawlers,
9102803,Purse seines,
9102856,Trawlers,
9102875,Trawlers,
9103057,Trawlers,
9103076,Trawlers,
9103082,Reefer,
9103088,Trawlers,
9103099,Trawlers,
9103100,Purse seines,
9103103,Set gillnets,
9103118,Squid,
9103133,Purse seines,
9103135,Pole and line,
9103141,Purse seines,
9103146,Purse seines,
9103324,Trawlers,
9103567,Set longlines,
9103636,Pole and line,
9103691,Pots and traps,
9103706,Pilot,
9103755,Pole and line,
9103757,Trawlers,
9103925,Trawlers,
9103927,Purse seines,
9103928,Trawlers,
9103932,Sailing,
9103937,Trawlers,
9103960,Trawlers,
9104237,Tug,
9104250,Purse seines,
9104362,Set longlines,
9104457,Pilot,
9104466,Sailing,
9104468,Pilot,
9104647,Set longlines,
9104813,Set gillnets,
9104994,Set longlines,
9105623,Trawlers,
9106033,Pots and traps,
9106201,Pilot,
9106202,Sailing,
9106210,Pilot,
9106217,Pots and traps,
9106230,Sailing,
9106235,Pilot,
9106306,Pilot,
9106462,Pilot,
9106990,Pots and traps,
9107003,Pots and traps,
9110796,Reefer,
9111254,Pilot,
9124463,Reefer,
9152985,Tanker,
9166601,Sailing,
9216195,Pilot,
9220902,Tug,
9254941,Cargo,
9312523,Trawlers,
9330551,Reefer,
9366691,Tug,
9379000,Sailing,
9570981,Sailing,
9699330,Cargo,
9819287,Cargo,
9999999,Tug,
10000000,Tug,
10101010,Cargo,
10223618,Trawlers,
10419462,Tanker,
10485762,Sailing,
10537090,Tanker,
10772765,Cargo,
10878978,Pilot,
10903843,Purse seines,
11111111,Purse seines,
11232523,Sailing,
11431150,Cargo,
11468802,Trawlers,
11518760,Sailing,
11541270,Trawlers,
11553070,Sailing,
11572680,Tanker,
11578680,Pots and traps,
11796480,Tug,
11860518,Tanker,
12040176,Set longlines,
12050057,Set gillnets,
12050689,Tanker,
12050811,Set longlines,
12051490,Set gillnets,
12345678,Purse seines,
12345679,Reefer,
12345888,Cargo,
12430662,Cargo,
