mmsi,inferred,known
35872607,Sailing,
36700993,Sailing,
36701490,Tug,
36704240,Cargo,
36704740,Cargo,
36764000,Purse seines,
36797970,Cargo,
36879400,Sailing,
37067700,Cargo,
37227000,Cargo,
38924000,Tug,
41201065,Reefer,
41231795,Seismic vessel,
41232400,Tanker,
41246000,Pole and line,
41300000,Seismic vessel,
41305701,Sailing,
41374900,Tanker,
41381000,Tanker,
41390059,Cargo,
41398125,Sailing,
42809995,Tug,
43676060,Trawlers,
44013550,Pilot,
44109000,Trawlers,
44660952,Cargo,
44670392,Tanker,
44670491,Set gillnets,
44700039,Cargo,
44700147,Sailing,
44700291,Cargo,
44700886,Cargo,
44710023,Trawlers,
44740782,Sailing,
44750014,Trawlers,
44750143,Cargo,
45531000,Reefer,
47055300,Pilot,
47078000,Trawlers,
47098130,Reefer,
47121120,Trawlers,
50302100,Purse seines,
50368098,Trawlers,
51414000,Reefer,
51781058,Squid,
52500000,Sailing,
52500069,Trawlers,
53300051,Tug,
53803286,Tanker,
54354322,Tug,
56391200,Purse seines,
56477800,Tanker,
56592000,Cargo,
56690582,Sailing,
57607300,Pilot,
61040278,Trawlers,
61518131,Sailing,
63405240,Trawlers,
65317000,Pilot,
65651433,Reefer,
65743000,Trawlers,
67423560,Tug,
70033110,Tug,
70100607,Pilot,
70100726,Squid,
70102880,Seismic vessel,
70182528,Tug,
71000010,Pilot,
80281600,Trawlers,
81688937,Pole and line,
83566592,Sailing,
87854587,Seismic vessel,
88888888,Set gillnets,
90030138,Squid,
90030601,Sailing,
90043306,Squid,
92110141,Tanker,
92431185,Trawlers,
99999999,Sailing,
100000000,Drifting longlines,
100000001,Tug,
100000007,Cargo,
100000089,Tanker,
100001110,Sailing,
100025137,Set longlines,
100601120,Cargo,
100700106,Purse seines,
100700130,Set longlines,
100700144,Tug,
100700154,Purse seines,
100700158,Set longlines,
100700159,Set longlines,
100700197,Trawlers,
100700210,Set gillnets,
100700216,Reefer,
100700576,Pole and line,
100700597,Trawlers,
100700647,Trawlers,
100700754,Trawlers,
100700762,Purse seines,
100700767,Purse seines,
100700772,Trawlers,
100700789,Pole and line,
100700806,Trawlers,
100700811,Purse seines,
100700817,Set longlines,
100701138,Reefer,
100701339,Trawlers,
100701559,Trawlers,
100701620,Set longlines,
100701635,Pilot,
100702081,Tug,
100702089,Reefer,
100702252,Set longlines,
100702508,Trawlers,
100702516,Purse seines,
100702529,Purse seines,
100702534,Squid,
100702538,Purse seines,
100702606,Trawlers,
100702639,Trawlers,
100702670,Set longlines,
100703012,Trawlers,
100703087,Pole and line,
100703127,Set longlines,
100703174,Trawlers,
100703187,Set gillnets,
100705211,Set longlines,
100706253,Pots and traps,
100706257,Pots and traps,
100710150,Trawlers,
100710342,Cargo,
100710540,Sailing,
100710910,Pilot,
100710991,Set longlines,
100711268,Trawlers,
100711436,Set gillnets,
100711968,Cargo,
100712130,Trawlers,
100712595,Pilot,
100712661,Cargo,
100800973,Trawlers,
100900000,Purse seines,
100901111,Trawlers,
100902222,Trawlers,
100903114,Trawlers,
100903117,Sailing,
100912345,Tanker,
100920003,Trawlers,
100994028,Pots and traps,
101000002,Trawlers,
101010101,Cargo,
101090272,Tanker,
107374182,Purse seines,
107502700,Sailing,
109044476,Cargo,
109046476,Tug,
109048476,Tug,
109050476,Tug,
109054476,Tug,
109058476,Tug,
110000000,Reefer,
110021210,Set gillnets,
110022000,Cargo,
110051420,Set longlines,
110300034,Trawlers,
110300041,Purse seines,
110300192,Sailing,
110300254,Trawlers,
110300262,Trawlers,
110300488,Trawlers,
110300521,Trawlers,
110300581,Trawlers,
110300593,Trawlers,
110600400,Cargo,
110700044,Trawlers,
110700917,Tug,
110700964,Purse seines,
110700977,Cargo,
110701056,Purse seines,
110701124,Purse seines,
110703120,Trawlers,
110703143,Trawlers,
110703336,Purse seines,
110704229,Purse seines,
110706446,Set longlines,
110706492,Pole and line,
110706739,Purse seines,
110765546,Set longlines,
110767890,Set longlines,
110767898,Pole and line,
110777777,Trawlers,
110789999,Trawlers,
110988000,Purse seines,
111000000,Trawlers,
111002101,Set longlines,
111003504,Purse seines,
111003506,Set longlines,
111004876,Purse seines,
111005141,Trawlers,
111005163,Cargo,
111014009,Cargo,
111100000,Purse seines,Reefer
111111000,Cargo,
111111100,Sailing,
111111110,Tanker,
111111111,Purse seines,
111111112,Tug,
111111113,Trawlers,
111111737,Sailing,
111112222,Trawlers,
111112730,Tug,
111188889,Set gillnets,
111199811,Set longlines,
111199900,Set longlines,
111199993,Set longlines,
111199994,Set gillnets,
111202258,Pots and traps,
111202513,Trawlers,
111202707,Set gillnets,
111203151,Trawlers,
111222333,Tug,
111666888,Seismic vessel,
111667988,Trawlers,
111855370,Trawlers,
112111211,Tug,
116786655,Set longlines,
120000000,Tug,
120121965,Pole and line,
120872088,Set longlines,
121000416,Trawlers,
121000546,Trawlers,
121149700,Sailing,
121548806,Tanker,
121763936,Cargo,
122292919,Pilot,
123000000,Sailing,
123104000,Tug,
123111111,Purse seines,
123123123,Reefer,
123222224,Cargo,
123412112,Sailing,
123450011,Tug,
123450020,Purse seines,Purse seines
123450099,Seismic vessel,
123450100,Purse seines,
123450800,Purse seines,Purse seines
123454322,Cargo,
123454344,Tug,
123455678,Tanker,
123456000,Cargo,
123456123,Trawlers,
123456778,Cargo,
123456780,Purse seines,
123456788,Sailing,
123456789,Purse seines,
123456798,Sailing,
123456888,Cargo,
123456899,Set longlines,
123456987,Tug,
123654789,Seismic vessel,
123658980,Seismic vessel,
123888888,Purse seines,
124050100,Tug,
126020126,Tug,
126020135,Cargo,
132332888,Purse seines,
138802150,Tanker,
143222789,Seismic vessel,
147258369,Set longlines,
150200172,Reefer,
150200373,Trawlers,
150200390,Seismic vessel,
150200402,Cargo,
150200406,Pole and line,
150200413,Tug,
150200735,Reefer,
150200763,Seismic vessel,
150200766,Tug,
150200794,Tug,
150200813,Squid,
150201031,Sailing,
150201047,Trawlers,
150201098,Trawlers,
150201124,Sailing,
150201143,Seismic vessel,
150201178,Trawlers,
150201302,Tanker,
150201305,Tanker,
150201389,Seismic vessel,
150201617,Cargo,
150201694,Purse seines,
150201698,Purse seines,
150201744,Cargo,
152000022,Purse seines,
156258183,Cargo,
156489123,Cargo,
156789456,Cargo,
158638888,Seismic vessel,
160000079,Tanker,
160000149,Cargo,
161050436,Tug,
168162803,Trawlers,
171068800,Cargo,
181658697,Cargo,
190700658,Trawlers,
190701081,Set gillnets,
190701082,Pole and line,
190701084,Set longlines,
190701091,Trawlers,
190701094,Trawlers,
190701095,Set longlines,
190701605,Set longlines,
191283710,Pole and line,
198412055,Set longlines,
200000000,Reefer,
200000167,Set gillnets,
200000622,Trawlers,
200001025,Trawlers,
200001042,Cargo,
200005219,Trawlers,
200077900,Pilot,
200804300,Purse seines,
200808150,Pilot,
200902032,Set longlines,
200912310,Sailing,
200930906,Set longlines,
201005170,Trawlers,
201006210,Purse seines,
201010212,Tug,
201010252,Tanker,
201010287,Cargo,
201010294,Cargo,
201100006,Reefer,
201100082,Trawlers,
201100084,Reefer,
201100085,Seismic vessel,
201100086,Reefer,
201100096,Sailing,
201100097,Seismic vessel,
201100108,Reefer,
201100115,Sailing,
201100129,Reefer,
201100134,Seismic vessel,
201100136,Seismic vessel,
201100138,Sailing,
201200104,Trawlers,
201200318,Purse seines,
201201965,Trawlers,
201204022,Purse seines,
201204131,Tug,
201206011,Cargo,
201208170,Purse seines,
201211248,Set gillnets,
201211288,Trawlers,
201260201,Tug,
201260528,Cargo,
203221652,Tug,
203235000,Drifting longlines,
203272219,Drifting longlines,
203277200,Sailing,
203287200,Sailing,
203999248,Cargo,
203999302,Pilot,
203999303,Cargo,
203999319,Tug,
203999323,Trawlers,
203999325,Sailing,
203999327,Sailing,
203999335,Cargo,
203999337,Purse seines,
203999338,Sailing,
203999343,Sailing,
203999345,Tanker,
203999349,Trawlers,
203999350,Reefer,
203999351,Trawlers,
203999354,Cargo,
203999362,Sailing,
203999371,Sailing,
203999373,Purse seines,
203999378,Pole and line,
203999379,Pole and line,
203999389,Cargo,
203999390,Tug,
203999391,Tug,
203999404,Trawlers,
204206750,Pole and line,
204209840,Set longlines,Pole and line
204209890,Pole and line,
204211000,Set longlines,
204212000,Drifting longlines,
204225000,Set longlines,
204226000,Drifting longlines,
204228000,Drifting longlines,
204229000,Trawlers,
204232000,Drifting longlines,
204243000,Trawlers,Trawlers
204259000,Set longlines,
204260000,Trawlers,Trawlers
204264000,Pole and line,
204284000,Set longlines,
204600008,Tug,
204600009,Trawlers,
204670570,Pilot,
204701240,Sailing,
204701250,Sailing,
204701360,Tanker,
204706000,Sailing,
204708000,Reefer,
204709000,Sailing,
204807000,Pole and line,
204811000,Drifting longlines,
204812000,Pole and line,
204835000,Trawlers,
204836000,Pole and line,
204856000,Trawlers,
204862000,Drifting longlines,Drifting longlines
205000000,Reefer,
205000001,Reefer,
205001000,Tug,
205002000,Set gillnets,
205004000,Set longlines,
205007400,Pilot,
205008600,Tanker,
205010190,Cargo,
205013000,Trawlers,
205030000,Cargo,
205033000,Sailing,
205035000,Trawlers,
205036000,Tug,Tug
205037800,Pilot,
205038000,Purse seines,
205040000,Set longlines,
205041400,Tanker,
205041700,Cargo,
205042000,Trawlers,
205043000,Sailing,
205044100,Pots and traps,
205045800,Set gillnets,Tanker
205048000,Set gillnets,
205049000,Tug,
205050000,Tug,
205051000,Tug,
205052900,Tanker,
205053000,Pole and line,
205054000,Trawlers,
205057000,Tug,
205058100,Sailing,
205062000,Tug,
205063000,Tug,
205065000,Tug,Tug
205067000,Tug,Tug
205071000,Tug,Tug
205074000,Tug,Tug
205082000,Tug,
205084000,Tug,
205085300,Sailing,
205086000,Tug,Tug
205087000,Tug,Tug
205088000,Pilot,
205089000,Pilot,
205090000,Pilot,
205092000,Tug,
205094000,Tug,
205095000,Set gillnets,
205098000,Trawlers,
205099000,Tanker,
205106000,Trawlers,
205107000,Trawlers,
205108000,Sailing,
205109000,Pilot,
205110000,Trawlers,
205111000,Purse seines,
205112000,Pilot,
205112490,Trawlers,
205114000,Tug,
205116000,Sailing,
205122090,Cargo,
205126000,Trawlers,
205127000,Tug,
205132000,Tug,
205146000,Tug,
205149000,Trawlers,
205153000,Trawlers,
205155000,Trawlers,
205161000,Purse seines,Trawlers
205162000,Trawlers,Trawlers
205165000,Trawlers,
205169000,Trawlers,
205170000,Trawlers,Trawlers
205172000,Trawlers,
205175000,Tug,
205177000,Tug,
205179000,Sailing,Tug
205180217,Sailing,
205180219,Pilot,
205182000,Tug,
205188000,Tug,Tug
205189000,Pilot,
205191000,Trawlers,
205192000,Trawlers,Trawlers
205193000,Tug,
205194000,Cargo,
205197000,Trawlers,Trawlers
205199000,Tug,Tug
205200190,Tanker,
205200390,Cargo,
205200490,Cargo,
205200690,Cargo,
205201090,Cargo,
205201690,Sailing,
205201790,Cargo,
205202090,Tug,
205202190,Pots and traps,
205202290,Cargo,
205202690,Cargo,
205202790,Cargo,
205203100,Sailing,
205203124,Tanker,
205203190,Cargo,
205203390,Tug,
205203463,Tanker,
205203490,Cargo,
205203590,Cargo,
205203634,Cargo,
205203850,Tanker,
205203990,Pots and traps,
205204000,Trawlers,
205204390,Cargo,
205205000,Sailing,
205205190,Cargo,
205205490,Tug,
205205690,Cargo,
205205790,Set longlines,
205206190,Cargo,
205206390,Tanker,
205206490,Tanker,
205206590,Tanker,
205206690,Cargo,
205207000,Trawlers,
205207190,Sailing,
205207290,Tug,
205208490,Reefer,
205208690,Pilot,
205209000,Trawlers,
205209890,Tanker,
205209990,Cargo,
205210190,Cargo,
205210690,Pots and traps,
205210890,Cargo,
205211000,Trawlers,
205211190,Cargo,
205211790,Cargo,
205212000,Trawlers,
205212390,Tanker,
205212590,Cargo,
205212890,Cargo,
205213590,Cargo,
205213690,Cargo,
205214890,Tanker,
205214990,Cargo,
205215000,Trawlers,
205215190,Sailing,
205215290,Cargo,
205215590,Cargo,
205216000,Sailing,
205217000,Sailing,
205217990,Set gillnets,
205218000,Trawlers,
205218190,Cargo,
205218290,Tanker,
205218590,Cargo,
205218690,Cargo,
205218990,Cargo,
205219090,Cargo,
205219990,Cargo,
205220000,Trawlers,
205220190,Trawlers,
205220390,Sailing,
205220990,Cargo,
205221990,Cargo,
205223190,Cargo,
205223590,Cargo,
205224090,Cargo,
205224290,Cargo,
205224490,Cargo,
205225590,Cargo,
205225990,Cargo,
205226290,Cargo,
205227000,Trawlers,
205227090,Cargo,
205227290,Trawlers,
205227990,Cargo,
205228490,Cargo,
205228690,Cargo,
205229090,Cargo,Tanker
205230990,Tanker,
205231000,Trawlers,
205231200,Cargo,
205232190,Sailing,
205232390,Cargo,
205232690,Sailing,
205232790,Pilot,
205232890,Cargo,
205232990,Cargo,
205233000,Tug,
205233090,Cargo,
205233290,Tanker,
205233390,Trawlers,
205233890,Cargo,
205234000,Tug,
205234090,Cargo,
205234390,Trawlers,
205234590,Cargo,
205235590,Tug,
205236000,Trawlers,
205236190,Set longlines,
205236790,Tanker,
205237000,Trawlers,Trawlers
205237290,Tanker,Tanker
205238000,Sailing,Tug
205238190,Sailing,
205238290,Pilot,
205239090,Cargo,
205239390,Cargo,
205239790,Tug,
205240000,Trawlers,Trawlers
205240290,Tanker,
205240390,Cargo,
205241000,Trawlers,Trawlers
205242590,Cargo,
205242990,Cargo,
205243000,Trawlers,Trawlers
205244290,Cargo,
205244590,Cargo,
205245190,Cargo,
205245590,Trawlers,
205245890,Tanker,
205245990,Tanker,Tanker
205246000,Trawlers,Trawlers
205246390,Cargo,
205247090,Tanker,
205247390,Sailing,
205247700,Set gillnets,Tanker
205248190,Tanker,
205248490,Tanker,
205248790,Tanker,
205248890,Tanker,
205249490,Tanker,
205250000,Tanker,
205250790,Squid,
205250990,Set longlines,
205251000,Trawlers,
205251490,Trawlers,
205251690,Cargo,
205252000,Cargo,
205252190,Cargo,
205252290,Pilot,
205252390,Purse seines,
205252690,Tug,Tug
205252790,Cargo,
205253090,Tanker,
205253290,Tug,
205253490,Pilot,
205253590,Cargo,
205254190,Tug,
205254790,Tug,
205254890,Sailing,
205255190,Tanker,
205255590,Cargo,
205255690,Cargo,
205255790,Cargo,
205256290,Set gillnets,
205257290,Sailing,
205257490,Cargo,
205257990,Tanker,
205258090,Tug,
205258490,Sailing,
205258590,Tanker,
205258754,Set gillnets,
205258890,Set gillnets,Cargo
205259000,Pilot,
205260000,Trawlers,
205260490,Sailing,
205260690,Sailing,
205261000,Trawlers,
205261490,Sailing,
205261690,Set longlines,
205261790,Cargo,
205261990,Cargo,
205262000,Trawlers,Trawlers
205262190,Cargo,
205262590,Cargo,
205263390,Cargo,
205263490,Trawlers,
205263890,Trawlers,
205264290,Tug,
205264590,Cargo,
205264890,Sailing,
205265290,Cargo,
205265490,Tanker,
205265590,Cargo,
205265690,Sailing,
205265790,Cargo,
205266290,Cargo,
205266590,Cargo,
205266690,Trawlers,
205266790,Set gillnets,
205267090,Cargo,
205267669,Cargo,Cargo
205267790,Tanker,
205267890,Tanker,
205268090,Cargo,
205268490,Set gillnets,
205268590,Cargo,
205269190,Cargo,
205269290,Cargo,
205269390,Cargo,
205270690,Cargo,
205271390,Cargo,
205271690,Cargo,
205272090,Cargo,
205272590,Squid,
205273490,Cargo,
205273990,Tug,Tug
205274390,Sailing,
205274790,Tanker,
205274990,Set longlines,
205275000,Trawlers,
205275190,Tanker,
205275890,Cargo,
205276090,Pots and traps,
205276190,Sailing,
205276490,Sailing,
205277000,Trawlers,
205277090,Tanker,
205277690,Tug,
205277990,Cargo,
205278000,Trawlers,Trawlers
205278290,Cargo,
205278690,Tanker,
205278890,Purse seines,
205279490,Tanker,
205279690,Cargo,
205279790,Tanker,
205280090,Cargo,
205280190,Cargo,
205280390,Cargo,
205280690,Cargo,
205280890,Cargo,
205280990,Tug,
205281890,Cargo,
205282000,Trawlers,
205282390,Set gillnets,
205282590,Tanker,
205283090,Cargo,
205283290,Trawlers,
205283790,Trawlers,
205284000,Trawlers,
205284690,Cargo,Cargo
205284990,Sailing,
205285590,Tug,
205285790,Trawlers,
205285890,Sailing,
205286190,Set gillnets,
205286290,Trawlers,
205286490,Trawlers,
205286790,Tanker,
205287090,Trawlers,
205287390,Tanker,
205287590,Trawlers,
205287690,Tanker,
205288280,Tanker,
205288290,Sailing,
205288490,Cargo,
205288790,Cargo,
205288890,Pilot,
205288990,Cargo,
205289090,Sailing,
205289190,Tanker,
205289590,Set longlines,
205289790,Tanker,
205289890,Set gillnets,
205289990,Cargo,
205291000,Trawlers,Trawlers
205291090,Set gillnets,
205291190,Tanker,
205291690,Trawlers,
205291790,Set gillnets,
205291990,Cargo,
205292090,Tanker,
205292490,Cargo,
205292590,Cargo,
205292690,Cargo,
205293190,Pilot,
205293390,Tanker,Tanker
205293490,Cargo,
205294190,Pots and traps,
205294790,Cargo,
205294890,Cargo,
205295290,Trawlers,
205295490,Tanker,
205295690,Tanker,
205295890,Cargo,
205296000,Trawlers,Trawlers
205296990,Cargo,
205297590,Set gillnets,
205298090,Set gillnets,
205298590,Cargo,
205298790,Cargo,
205298990,Tanker,Tanker
205299190,Set longlines,
205299990,Cargo,
205300000,Tug,
205300190,Cargo,
205300690,Set longlines,Tanker
205301190,Cargo,
205301290,Tanker,
205302590,Cargo,
205302690,Cargo,
205302990,Trawlers,
205303000,Trawlers,Trawlers
205303090,Cargo,
205303490,Tanker,
205303590,Cargo,
205303690,Sailing,
205304090,Tanker,
205304190,Set gillnets,
205304790,Cargo,
205305190,Trawlers,
205305490,Cargo,
205305590,Trawlers,
205305890,Trawlers,
205305990,Set gillnets,
205306000,Trawlers,
205306390,Cargo,
205307290,Set gillnets,
205307600,Reefer,
205307790,Set gillnets,
205307990,Set gillnets,
205308190,Tug,
205308290,Trawlers,
205309000,Tug,
205309590,Squid,
205310490,Set longlines,
205311000,Set gillnets,Set gillnets
205311190,Trawlers,
205311290,Tanker,
205311390,Sailing,
205311490,Cargo,
205311590,Pilot,
205311890,Pots and traps,
205311990,Set longlines,
205312390,Set gillnets,
205312490,Sailing,
205312590,Sailing,
205313000,Pilot,
205313190,Set gillnets,
205313790,Trawlers,
205314190,Trawlers,
205314790,Set gillnets,
205315290,Cargo,
205315390,Tug,
205316000,Trawlers,
205316790,Trawlers,
205316890,Pilot,
205317000,Trawlers,
205317390,Cargo,
205317690,Pole and line,
205317990,Pilot,
205318190,Trawlers,
205318590,Sailing,
205319090,Cargo,
205319690,Set longlines,
205319790,Tanker,
205320790,Tug,
205321000,Trawlers,
205321090,Set gillnets,
205321690,Cargo,
205322000,Trawlers,Trawlers
205322790,Tanker,
205323590,Set gillnets,
205324290,Tanker,
205325000,Trawlers,
205325390,Tanker,Cargo
205325490,Cargo,
205325590,Sailing,
205325990,Cargo,
