mmsi,shipname,imo,callsign,shiptype,shiptype_fishing,clav_TUVI,imo_rank,callsign_rank,name_rank,flag_match,date_range_match,clav_date_match,fishing_msg_ratio,clav_DateUpdated,rfmo_name,match_start,match_end,match_score
529650000,HAO XIANG,,T3JZ2,Fish carriers,0,35548,0,1,1,1,1,1,,9/27/2015 16:55:52,WCPFC,9/3/2013 13:09:51,10/27/2015 7:05:48,39346
636092595,BONAIRE TRADER,9340922,D5GP9,Bunkers,0,37647,3,1,2,1,1,1,,9/30/2015 8:22:51,WCPFC,6/17/2014 22:13:56,12/31/2015 23:48:49,54884.8
238987910,PREKO,8828575,9A9524,Support Vessels,0,30514,0,1,1,1,1,1,,9/24/2015 4:32:50,ICCAT,5/25/2014 12:36:05,12/31/2015 2:20:44,40287.6
247158700,TWENTY ONE,8649412,IQLU,Non-fishing vessels nei,0,28684,0,1,1,1,1,1,1,6/18/2015 8:06:50,ICCAT,6/26/2012 1:40:37,11/25/2015 9:21:26,44357.2
416000464,CHUAN YI,,BJ4717,Tuna longliners,1,160,0,1,1,1,1,0,1,1/30/2012 3:00:00,IATTC,1/16/2013 7:58:57,10/26/2015 22:14:59,310.8
370599000,IBUKI,9666481,3ELC8,Fish carriers,0,24163,2,1,3,1,1,1,,11/30/2015 5:10:56,ICCAT,12/8/2014 2:07:32,12/31/2015 18:18:27,62226.8
366865770,SARAHBETH,,WDA9491,Recreational fishing vessels,1,30529,0,1,1,1,1,1,,1/14/2015 8:17:25,ICCAT,8/1/2012 2:27:35,8/28/2015 16:49:39,25146.4
412946000,KAI YUAN,8317409,BIUA,Fish carriers,0,35313,1,1,1,1,1,1,,12/10/2015 21:20:27,WCPFC,1/1/2012 1:28:35,12/28/2015 7:55:47,216358.8
224137290,ARCANGEL SAN RAFAEL,,EA8176,Longliners,1,20798,0,1,1,1,1,1,0.9997684649,4/10/2015 2:50:27,ICCAT,4/9/2013 13:51:36,12/29/2015 9:45:53,20228
247150160,QUEEN,,IFNK,Longliners,1,20040,0,1,2,1,1,1,1,1/22/2015 9:28:21,ICCAT,6/22/2013 1:49:47,12/20/2015 21:07:52,28090.4
412217989,JIN LIAO YU 57,9038153,BAWB,Purse seiners,1,12685,0,1,1,1,1,1,1,12/14/2015 2:30:13,WCPFC,3/29/2014 0:58:08,12/31/2015 11:41:16,59173.6
224727000,ALBACORA QUINCE,,EDUS,Tuna purse seiners,1,12,1,1,0,1,1,1,1,7/13/2015 7:15:40,WCPFC,2/21/2012 10:14:42,12/29/2015 21:03:47,59544
432448000,SHOEI MARU NO. 1,,JFGJ,Longliners,1,1134,1,1,1,1,1,0,1,2/21/2011 3:00:00,IATTC,2/9/2012 14:31:26,12/31/2015 23:45:42,8959.925
273350650,Hampback Whale,9120281,UBGI6,Trawlers,1,31482,1,1,0,1,1,1,1,8/18/2014 8:34:28,ICCAT,4/17/2012 14:01:24,12/31/2015 23:45:04,150940
416239700,JIN JINN YI NO. 168,,BG3727,Tuna longliners,1,21348,0,1,1,1,1,0,1,5/18/2012 2:00:00,IATTC,8/1/2012 12:52:48,12/28/2015 2:47:31,188.9
224881000,MARIANE,,ECLP,Tuna longliners,1,748,0,1,2,1,1,0,1,2/16/2011 8:00:00,CCSBT,1/14/2013 21:30:24,12/31/2015 18:00:47,1212.45
247053420,ALBAROSA,,IPWF,Trawlers,1,9010,0,1,1,1,1,1,,12/16/2014 10:44:00,ICCAT,10/17/2012 3:00:38,12/29/2015 14:00:30,13275.6
416003741,SHUNN SHING NO. 626,,BG3671,Longliners,1,1164,0,1,1,1,1,0,1,2/21/2011 3:00:00,IATTC,9/1/2015 7:28:18,12/31/2015 14:21:13,17.1
316001021,OCEAN PROVIDER,,CZ8852,Multipurpose vessels nei,1,21456,0,1,1,1,1,1,1,10/30/2015 13:50:40,WCPFC,8/6/2012 5:20:20,12/28/2015 9:53:53,169390.4
416004759,DE SHENG FA NO.26,9772644,BH3424,Tuna longliners,1,24891,0,1,1,1,0,1,1,8/8/2015 0:00:41,WCPFC,7/3/2014 2:48:21,12/13/2015 19:26:15,3151.4
224085260,MATER BI,,ECCH,Pole and Line vessels,1,8191,0,1,1,1,1,1,1,4/13/2015 8:10:01,ICCAT,3/1/2012 1:32:59,11/24/2015 1:47:09,11391.6
224623000,TRONIO,9361603,ECJF,Longliners,1,1504,1,1,1,1,1,1,0.982034847,4/14/2015 8:10:03,ICCAT,1/11/2012 23:43:35,12/1/2015 5:47:04,93147.6
440154000,805 ORYONG,9178587,6KAI,Longliners,1,574,0,1,1,1,1,1,0.6202055653,8/5/2015 0:46:53,CCSBT,6/29/2015 5:27:27,12/31/2015 12:55:10,22636
234122000,DEFIANT,8701698,MHGC3,Trawlers,1,8299,0,1,1,1,1,1,0.9999548757,1/22/2013 18:00:00,ICCAT,1/8/2012 4:35:42,12/31/2015 23:14:10,99704
431600310,ICHI MARU NO.28,,JM6280,Pole and Line vessels,1,12568,0,1,1,1,1,0,,7/16/2014 15:09:20,WCPFC,4/29/2015 2:02:01,10/19/2015 20:15:22,175.9
224047990,ARCA UNO,,EBWO,Tuna longliners,1,26,0,1,1,1,1,1,1,7/7/2015 2:35:51,WCPFC,7/27/2012 8:33:30,12/30/2015 9:54:05,27016
345080500,Tamara,9675523,XCAI7,Purse seiners,1,24856,1,1,0,1,1,1,1,5/23/2014 2:00:00,IATTC,3/16/2014 14:49:00,12/27/2015 2:43:34,61008
367594790,HELLO DOLLY VII,,WDH2141,Recreational fishing vessels,1,31168,0,1,1,1,1,1,,1/14/2015 8:17:26,ICCAT,11/23/2014 17:09:19,12/31/2015 20:57:32,63636
224380000,O KEVIN,8747549,EBZD,Longliners,1,845,0,1,1,1,1,1,0.9997855918,4/13/2015 8:09:57,ICCAT,9/2/2012 2:11:46,12/25/2015 22:20:28,20534.4
432343000,10 KOTOSHIRO MARU,,JQZR,Longliners,1,637,1,1,1,1,0,0,1,4/29/2006 9:00:00,CCSBT,1/13/2012 4:04:39,12/31/2015 19:56:11,8398.375
367348005,Harmony I,7917666,,Trollers,1,27730,1,0,0,1,0,0,,8/2/2004 2:00:00,IATTC,2/28/2012 23:24:19,12/31/2015 23:54:21,24662
224020460,RIOMASMA,,EA8654,Unknown,1,31187,0,1,1,1,1,1,1,4/13/2015 8:10:02,ICCAT,6/26/2013 0:13:11,12/30/2015 10:01:12,11488.4
224166160,TAFIRA,,EBZP,Longliners,1,1216,1,1,1,1,1,0,1,2/21/2011 3:00:00,IATTC,12/12/2012 11:00:37,12/6/2015 3:10:12,7105.35
247092970,GIACOMINO,,IOTB,Trawlers,1,8742,0,1,1,1,0,1,1,12/16/2014 10:43:56,ICCAT,4/21/2013 22:27:43,12/30/2015 10:36:19,14088.6
660003100,SARASWATI,,FNLG,Longliners,1,11124,0,1,1,0,1,1,1,2/3/2015 7:43:09,IOTC,1/3/2012 0:31:32,12/21/2015 2:14:14,8041
431500460,HOMARE MARU 29,8921212,JETJ,Longliners,1,441,1,1,0,1,1,1,1,3/25/2015 23:09:01,CCSBT,2/24/2015 0:44:06,12/31/2015 21:33:21,33096
416003643,MAW FENG SHYANG,,BK7747,Tuna longliners,1,13696,0,1,1,1,1,1,1,1/13/2015 17:25:20,WCPFC,10/4/2012 19:32:40,12/31/2015 20:48:23,3552
440220000,ORION NO. 1,8520496,D7NA,Fish carriers,0,23992,2,1,1,1,1,1,,11/12/2015 1:55:34,IOTC,3/28/2014 1:45:47,12/31/2015 23:00:21,51236
440792000,ORYONG NO. 707,,HLWH,Longliners,1,851,1,1,0,1,1,0,0.4919660589,2/21/2011 3:00:00,IATTC,1/1/2012 1:48:27,12/31/2015 19:47:10,11445.25
627047000,VOLTA GLORY,8323604,9GII,Fish carriers,0,19934,1,1,1,1,1,1,,2/20/2015 3:22:12,ICCAT,1/1/2012 11:32:46,12/31/2015 23:11:46,223459.2
224212820,JUAN BAUTISTA,,EA6579,Purse seiners,1,21024,0,1,1,1,1,1,1,1/19/2015 6:17:45,ICCAT,6/2/2013 21:17:34,12/21/2015 17:01:49,2433.2
227549000,GUEOTEC,8912986,FGPG,Purse seiners,1,410,1,1,0,1,0,1,1,4/28/2015 4:55:09,ICCAT,1/1/2012 11:34:29,12/29/2015 21:40:51,30566
247147280,FORTUNATA VITA,,IWIA,Longliners,1,8712,0,1,1,1,0,1,0.5946666667,1/22/2015 9:11:30,ICCAT,10/16/2012 18:00:56,12/22/2015 7:34:51,9254.8
263418780,ALBERTO MIGUEL,8743787,CUMK8,Longliners,1,9113,0,1,1,1,1,1,1,3/19/2015 9:15:48,ICCAT,8/1/2012 0:52:34,12/29/2015 11:03:54,30339.6
226240000,TALENDUIC,8919465,FOVN,Tuna purse seiners,1,1243,1,1,1,1,0,1,1,2/3/2015 7:43:05,IOTC,3/17/2012 19:14:31,7/17/2015 21:30:14,499.2
238497840,VOLUJA,6922157,9A3035,Non-fishing vessels nei,0,30516,1,1,1,1,1,1,,4/23/2015 3:30:28,ICCAT,11/6/2013 6:08:15,9/22/2015 16:05:23,9626.4
520243000,GREEN TUNA 3,,3DSV,Longliners,1,35981,0,1,1,1,1,1,1,1/20/2015 15:22:20,WCPFC,11/2/2012 9:38:45,12/27/2015 12:07:00,7488.4
224204520,MINCHOS QUINTO,9208966,EALA,Trawlers,1,8029,1,1,1,1,0,1,1,12/5/2014 11:27:48,ICCAT,4/30/2012 14:19:41,12/29/2015 5:24:43,68221.4
247101510,MANUCCIO,,IQIK,Trawlers,1,8816,0,1,1,1,0,1,1,12/16/2014 10:43:57,ICCAT,8/28/2013 9:20:42,12/29/2015 16:20:58,8441.4
247148220,GIOVANNI VINCENZO,,IRJS,Non-fishing vessels nei,0,9030,0,1,1,1,1,1,0.9997846684,3/23/2015 6:24:54,ICCAT,10/31/2012 12:00:22,12/29/2015 5:33:59,20807.2
247145650,NUOVO SEGUGIO,,IWTM,Longliners,1,19992,0,1,1,1,1,1,0.9991869919,1/22/2015 9:20:10,ICCAT,6/19/2013 14:23:52,12/29/2015 10:04:31,10875.6
576633000,FORTUNA NO.1,8946846,YJRT2,Tuna longliners,1,330,0,1,1,1,1,0,,10/18/2015 19:53:00,WCPFC,11/27/2015 16:36:18,12/28/2015 23:26:51,94.225
431469000,KAGAWA MARU,,JIJQ,Fishery research vessels,0,15665,0,1,1,1,1,1,1,5/27/2015 19:54:08,WCPFC,1/11/2012 4:30:37,12/21/2015 6:26:57,68714.8
416217900,MING MAAN SHYANG NO.36,,BJ4986,Tuna longliners,1,15673,0,1,1,1,0,1,1,7/14/2015 4:17:27,WCPFC,6/24/2015 7:25:18,12/31/2015 2:55:28,432.6
432987000,SHOFUKU MARU 18,9709843,7JQU,Longliners,1,24863,1,1,0,1,1,1,0.2953367876,3/25/2015 23:09:01,CCSBT,4/26/2014 23:33:24,12/31/2015 11:57:11,33400
224185250,PAUNER,,EA6644,Unknown,1,30977,0,1,1,1,1,1,1,1/19/2015 6:17:45,ICCAT,11/10/2012 11:01:26,12/30/2015 17:50:33,27957.6
238988810,SRDELA,8657445,9A9126,Purse seiners,1,31569,1,0,1,1,1,0,0.9999125033,5/7/2013 2:45:30,ICCAT,9/19/2013 13:18:02,12/29/2015 16:19:25,2736.325
440787000,NO. 75 CHUNGYONG,8821503,6NKL,Longliners,1,172,1,1,0,1,0,1,,3/20/2015 3:37:00,ICCAT,1/2/2012 19:51:10,12/31/2015 19:52:15,31034
247121250,ANNA ROMANO,,INEU,Trawlers,1,8586,0,1,1,1,1,1,1,12/16/2014 10:43:54,ICCAT,7/21/2012 15:34:07,9/6/2015 5:15:30,16884.4
440654000,ORYONG NO.303,8610643,HLHJ,Tuna longliners,1,883,1,1,0,1,1,1,,7/14/2015 21:37:12,WCPFC,1/1/2012 1:44:23,12/31/2015 22:59:45,81964
367364340,LADY VALERIE,9204300,WDE5278,Trollers,1,675,0,1,1,1,1,0,1,7/19/2015 20:01:12,WCPFC,11/9/2015 17:58:50,12/31/2015 19:42:21,133.225
239331000,KAPETAN MARKOS I,,SW5475,Multipurpose vessels,1,28678,0,1,1,1,1,1,1,4/10/2015 4:17:47,ICCAT,5/29/2013 13:19:01,12/22/2015 0:03:56,68068.8
416002114,DAR I CHUN,,BJ4260,Tuna longliners,1,13995,0,1,1,1,1,0,1,11/1/2015 1:41:26,WCPFC,8/1/2012 19:33:26,8/18/2015 17:25:16,20.2
538060005,KOO'S 107,9206994,V7CN5,Tuna purse seiners,1,14877,1,1,1,1,1,1,,8/27/2015 22:27:40,WCPFC,1/1/2012 3:17:53,12/31/2015 22:04:04,59514
432426000,CHIHO MARU NO. 18,,JPWO,Longliners,1,121,1,1,1,1,1,0,1,2/21/2011 3:00:00,IATTC,1/1/2012 0:50:44,12/31/2015 17:59:32,10185.525
538002960,AMAGI,,V7NH7,Fish carriers,0,26691,1,1,1,1,1,1,,8/2/2012 2:02:21,IOTC,1/1/2012 8:55:43,12/31/2015 21:08:53,213570
431053000,TATSU MARU 68,8944147,JCGP,Longliners,1,1247,1,1,0,1,1,1,1,3/25/2015 23:09:01,CCSBT,1/1/2012 1:38:57,12/31/2015 18:28:50,77808
735057638,Ugavi Dos,8206301,YJSL5,Purse seiners,1,2052,1,0,0,1,0,1,1,7/29/2014 2:00:00,IATTC,1/4/2012 6:50:48,12/29/2015 15:36:48,16280
431251000,MATSUFUKU MARU No. 18,9201097,JDPC,Longliners,1,355,1,1,0,1,1,1,1,3/23/2015 6:57:11,ICCAT,1/1/2012 3:21:19,12/31/2015 21:55:21,71176
250184000,SEAN OISIN,,EI5775,Trawlers,1,30746,0,1,1,1,0,1,0.9998517091,12/4/2014 10:33:27,ICCAT,2/7/2012 0:34:20,12/31/2015 23:40:45,30865.6
372910000,HAI FENG 638,8613920,3EVC7,Fish carriers,0,35682,1,1,1,1,1,1,,5/15/2015 14:42:05,WCPFC,1/1/2012 5:16:03,12/31/2015 22:56:41,131644.8
271043430,KALYONCU-I,,TC7730,Purse seiners,1,7068,0,1,1,1,1,0,,5/16/2012 17:00:00,ICCAT,10/29/2014 10:03:01,12/30/2015 5:36:12,1533.175
228875000,CAP SAINTE MARIE,9168063,FNSM,Purse seiners,1,76,1,1,0,0,1,0,1,3/1/2013 6:34:20,ICCAT,1/17/2014 20:08:47,7/1/2015 6:21:02,6
247110080,ENZA MADRE,,IQTM,Support Vessels,0,8695,0,1,1,1,1,1,0.999948435,3/23/2015 6:24:53,ICCAT,11/20/2012 6:58:37,12/31/2015 19:19:23,86838.8
352894000,TUNA QUEEN,9278612,HPFK,Fish carriers,0,23969,1,1,1,1,1,1,,8/6/2014 2:18:00,IOTC,1/2/2012 17:21:53,12/31/2015 12:54:22,227909.6
440778000,DONG WON NO. 121,,6MPX,Longliners,1,252,1,1,0,1,1,0,1,2/21/2011 3:00:00,IATTC,1/2/2012 16:08:24,11/20/2015 6:58:58,4905.5
312590000,TXORI BERRI,9006033,V3UO9,Purse seiners,1,2047,1,1,1,1,1,1,1,3/27/2015 5:50:33,ICCAT,12/6/2013 21:36:02,12/30/2015 9:19:47,52433.2
416833000,CHANG LI NO. 1,,BH3293,Longliners,1,5738,0,1,1,1,1,0,1,2/21/2011 3:00:00,IATTC,6/27/2014 5:10:05,12/24/2015 2:33:45,268.675
247121660,TONIA,,IUSD,Trawlers,1,8980,0,1,2,1,1,1,1,12/16/2014 10:44:00,ICCAT,6/18/2013 16:00:32,12/29/2015 0:54:29,15884
432306000,TAIWA MARU No.78,9250593,JNKR,Longliners,1,1230,1,1,0,1,1,1,0.9998946925,9/11/2013 4:30:00,IOTC,1/1/2012 2:18:06,12/30/2015 10:26:28,76368
538060004,MARSHALLS 201,9206982,V7CN4,Tuna purse seiners,1,14879,1,1,1,1,1,1,1,8/27/2015 22:30:55,WCPFC,2/15/2012 23:21:45,12/31/2015 22:39:10,21893.6
512003604,TASMAN CHALLENGER,,ZMZ3789,Multipurpose vessels,1,22235,0,1,1,1,1,1,,12/30/2013 8:00:00,CCSBT,8/19/2012 21:25:09,12/23/2015 0:13:43,30199.2
224107960,MEDAN,8746179,EBZO,Unknown,1,30989,0,1,1,1,1,1,1,1/20/2015 6:17:45,ICCAT,3/1/2013 17:34:53,12/30/2015 15:14:40,32147.2
367130870,TRAVIS & NATALIE,8855700,WSP7281,Pole and Line vessels,1,31561,0,1,1,1,1,1,1,8/12/2015 7:35:20,ICCAT,8/10/2012 2:08:54,12/30/2015 8:29:56,101977.2
224065290,ARRANTZALE,9248887,EBVT,Pole and Line vessels,1,7929,0,1,1,1,1,1,1,4/13/2015 8:09:52,ICCAT,3/30/2012 10:16:07,12/23/2015 11:30:56,67298
224106130,NUEVO RAMSES,8894500,EA2829,Longliners,1,1480,1,1,1,1,0,1,0.9430701457,4/13/2015 8:09:56,ICCAT,5/1/2012 22:36:25,10/5/2015 17:21:29,7588.2
247147190,TESEO PRIMO,7824704,IPWJ,Non-fishing vessels nei,0,8976,0,1,1,1,1,1,1,3/24/2015 6:24:54,ICCAT,11/9/2012 16:01:45,12/18/2015 16:30:55,8734
