task id,mmsi,label
3330,319005500,Pleasure_craft
3332,538070513,Pleasure_craft
3334,271041488,Pleasure_craft
3335,338148853,Pleasure_craft
3337,367525270,Pleasure_craft
3339,235088747,Pleasure_craft
3341,339306000,Pleasure_craft
3342,265675920,Pleasure_craft
3343,538080079,Pleasure_craft
3346,319041000,Pleasure_craft
3348,319735000,Pleasure_craft
3352,319618000,Pleasure_craft
3353,367631830,Pleasure_craft
3356,319055900,Pleasure_craft
3357,235100119,Pleasure_craft
3359,244670950,Pleasure_craft
3363,247115500,Pleasure_craft
3364,538080008,Pleasure_craft
3366,503514000,Pleasure_craft
3367,319078900,Pleasure_craft
3373,247254490,Pleasure_craft
3374,319031900,Pleasure_craft
3375,319112000,Pleasure_craft
3378,316020913,Pleasure_craft
3380,271041645,Pleasure_craft
3381,244270334,Pleasure_craft
3383,235059000,Pleasure_craft
3385,235112247,Pleasure_craft
3387,244730315,Pleasure_craft
3389,271010660,Pleasure_craft
3391,367434620,Pleasure_craft
3392,367635390,Pleasure_craft
3394,212983041,Pleasure_craft
3395,271040200,Pleasure_craft
3396,227106070,Pleasure_craft
3397,319520000,Pleasure_craft
3398,319775000,Pleasure_craft
3399,366041153,Pleasure_craft
3402,251192640,Pleasure_craft
3404,319079300,Pleasure_craft
3405,319908000,Pleasure_craft
2762,316001616,Search_and_Rescue
2763,503151500,Search_and_Rescue
2764,316004943,Search_and_Rescue
2765,265732940,Search_and_Rescue
2767,366999622,Search_and_Rescue
2768,316005374,Search_and_Rescue
2769,369494425,Search_and_Rescue
2770,371278000,Search_and_Rescue
2771,316017000,Search_and_Rescue
2772,338158711,Search_and_Rescue
2773,366999707,Search_and_Rescue
2774,413109000,Search_and_Rescue
2775,205037800,Search_and_Rescue
2776,701000022,Search_and_Rescue
2777,235007795,Search_and_Rescue
2779,369493624,Search_and_Rescue
2780,440559000,Search_and_Rescue
2782,211205600,Search_and_Rescue
2783,636012442,Search_and_Rescue
2784,219167000,Search_and_Rescue
2785,431093000,Search_and_Rescue
2786,251363110,Search_and_Rescue
2787,224070190,Search_and_Rescue
2789,219000193,Search_and_Rescue
2790,272684000,Search_and_Rescue
2791,211290190,Search_and_Rescue
2792,369493460,Search_and_Rescue
2793,227170920,Search_and_Rescue
2796,275159000,Search_and_Rescue
2797,258258500,Search_and_Rescue
2798,265576690,Search_and_Rescue
2799,219000174,Search_and_Rescue
2800,265571660,Search_and_Rescue
2801,224030380,Search_and_Rescue
2802,227005130,Search_and_Rescue
2803,316115000,Search_and_Rescue
2805,220003000,Search_and_Rescue
2806,246156000,Search_and_Rescue
2807,235094359,Search_and_Rescue
2810,622115018,Search_and_Rescue
2811,432740000,Search_and_Rescue
2812,251285110,Search_and_Rescue
2813,224157670,Search_and_Rescue
2814,211205650,Search_and_Rescue
2815,366999609,Search_and_Rescue
2816,431282000,Search_and_Rescue
2817,357536000,Search_and_Rescue
2818,235030386,Search_and_Rescue
2819,432527000,Search_and_Rescue
2820,257218500,Search_and_Rescue
2822,235091414,Search_and_Rescue
2823,231595000,Search_and_Rescue
2824,211362530,Search_and_Rescue
2825,263104000,Search_and_Rescue
2826,503144600,Search_and_Rescue
2827,271010032,Search_and_Rescue
2828,246281000,Search_and_Rescue
2829,265506380,Search_and_Rescue
2830,369493007,Search_and_Rescue
2831,257382500,Search_and_Rescue
2832,219007457,Search_and_Rescue
2833,263058004,Search_and_Rescue
2834,265636740,Search_and_Rescue
2835,367260000,Search_and_Rescue
2836,616962000,Search_and_Rescue
2837,258073000,Search_and_Rescue
2838,230988240,Search_and_Rescue
2839,232004399,Search_and_Rescue
2840,316001375,Search_and_Rescue
2841,503041600,Search_and_Rescue
2842,235106574,Search_and_Rescue
2843,367285000,Search_and_Rescue
2844,503592100,Search_and_Rescue
2845,265580750,Search_and_Rescue
2846,265705100,Search_and_Rescue
2847,316004106,Search_and_Rescue
2850,257918900,Search_and_Rescue
2854,431420000,Search_and_Rescue
2855,265506310,Search_and_Rescue
2856,367292000,Search_and_Rescue
2859,235101098,Search_and_Rescue
2860,265568080,Search_and_Rescue
2861,211141920,Search_and_Rescue
2862,235110657,Search_and_Rescue
2863,227009310,Search_and_Rescue
2864,235097314,Search_and_Rescue
2865,224069950,Search_and_Rescue
2866,316005375,Search_and_Rescue
2867,232002574,Search_and_Rescue
2868,412054790,Search_and_Rescue
2869,244790292,Search_and_Rescue
2870,224493000,Search_and_Rescue
2871,232002480,Search_and_Rescue
2873,316005758,Search_and_Rescue
2874,277078000,Search_and_Rescue
2877,316010216,Search_and_Rescue
2878,308246000,Search_and_Rescue
2879,265581960,Search_and_Rescue
2880,265634990,Search_and_Rescue
2881,235086904,Search_and_Rescue
2882,265546950,Search_and_Rescue
2883,225391000,Search_and_Rescue
2884,265546970,Search_and_Rescue
2885,259460000,Search_and_Rescue
2886,265630560,Search_and_Rescue
2887,431800063,Search_and_Rescue
2889,251604000,Search_and_Rescue
2890,227007020,Search_and_Rescue
2891,316006673,Search_and_Rescue
2892,235101096,Search_and_Rescue
2893,367602350,Search_and_Rescue
2894,431100060,Search_and_Rescue
2895,265745680,Search_and_Rescue
2896,211290170,Search_and_Rescue
2897,232010878,Search_and_Rescue
2898,205379990,Search_and_Rescue
2899,265714480,Search_and_Rescue
2900,265587440,Search_and_Rescue
2901,265526850,Search_and_Rescue
2902,232002183,Search_and_Rescue
2905,271010031,Search_and_Rescue
2908,235077918,Search_and_Rescue
2909,234368000,Search_and_Rescue
2910,235007808,Search_and_Rescue
2911,211362540,Search_and_Rescue
2914,224003390,Search_and_Rescue
2915,235003642,Search_and_Rescue
2916,367291000,Search_and_Rescue
2917,224860000,Search_and_Rescue
2918,211290210,Search_and_Rescue
2919,235091304,Search_and_Rescue
2920,227010490,Search_and_Rescue
2922,246514000,Search_and_Rescue
2923,230059760,Search_and_Rescue
2924,412021170,Search_and_Rescue
2925,244248000,Search_and_Rescue
2926,375138000,Search_and_Rescue
2927,316013639,Search_and_Rescue
2930,224556340,Search_and_Rescue
2931,219010518,Search_and_Rescue
2932,211428100,Search_and_Rescue
2933,238116240,Search_and_Rescue
2936,235005115,Search_and_Rescue
2937,224944850,Search_and_Rescue
2938,412380480,Search_and_Rescue
2939,232003052,Search_and_Rescue
2940,235007809,Search_and_Rescue
2941,265628490,Search_and_Rescue
2945,265660450,Search_and_Rescue
2946,211401930,Search_and_Rescue
2947,367290000,Search_and_Rescue
2948,503654900,Search_and_Rescue
2949,235082759,Search_and_Rescue
2950,247021900,Search_and_Rescue
2951,235092233,Search_and_Rescue
2952,219009417,Search_and_Rescue
2953,219001959,Search_and_Rescue
2954,235108934,Search_and_Rescue
2955,265585880,Search_and_Rescue
2956,369493428,Search_and_Rescue
2957,230061400,Search_and_Rescue
2958,265687880,Search_and_Rescue
2959,219011205,Search_and_Rescue
2960,257227000,Search_and_Rescue
2666,338663000,supply vessel
2670,366456000,supply vessel
2675,369232000,supply vessel
2727,367111000,supply vessel
2728,338407000,supply vessel
2740,366282000,supply vessel
2658,367300160,supply vessel
2156,367077630,supply vessel
2623,368552000,supply vessel
2637,367895000,supply vessel
2657,338792000,supply vessel
2661,368358000,supply vessel
2672,366099000,supply vessel
2677,338032000,supply vessel
2684,369193000,supply vessel
2690,338628000,supply vessel
2697,338280000,supply vessel
2712,367593750,supply vessel
2717,366935000,supply vessel
2718,367486000,supply vessel
2721,369336000,supply vessel
2737,369257000,supply vessel
2743,367579840,supply vessel
2745,368456000,supply vessel
2750,303177000,supply vessel
2754,366978490,supply vessel
2758,367561270,supply vessel
2921,219186000,supply vessel
