mmsi,shipname,imo,callsign,shiptype,shiptype_fishing,clav_TUVI,imo_rank,callsign_rank,name_rank,flag_match,date_range_match,clav_date_match,fishing_msg_ratio,clav_DateUpdated,rfmo_name,match_start,match_end,match_score
224913000,LLAVE DE BURELA,,EBRP,Longliners,1,709,1,1,1,1,1,1,,3/30/2015 4:12:44,IOTC,4/8/2012 3:05:50,12/31/2015 20:57:09,50816
431053000,TATSU MARU No.68,8944147,JCGP,Longliners,1,1247,1,1,1,1,1,1,1,11/9/2012 4:14:00,IOTC,1/1/2012 1:38:57,12/31/2015 18:28:50,81448.8
416000195,TIEN CHING FU,,BK7552,Tuna longliners,1,13603,0,1,1,1,0,1,1,7/28/2015 2:59:07,WCPFC,4/28/2013 13:03:02,12/30/2015 3:19:21,125.4
412371181,JIN HUI 8,9676187,BIWM,Purse seiners,1,35933,0,1,1,1,1,1,,12/10/2015 21:18:02,WCPFC,8/15/2012 0:54:06,12/31/2015 21:29:55,28116
730015000,AMANDA S,,HJCZ,Purse seiners,1,4739,0,1,1,1,1,0,1,2/21/2011 3:00:00,IATTC,7/5/2012 3:11:49,12/31/2015 17:48:05,305.8
225325000,PEGUSA,,EAOO,Tuna longliners,1,948,0,1,1,1,1,0,1,2/16/2011 8:00:00,CCSBT,7/28/2012 12:21:50,12/31/2015 4:34:56,1261.7
553111744,MAJESTIC STAR,,P2V5611,Tuna purse seiners,1,37573,0,1,1,1,1,1,0.995691344,3/22/2015 19:37:26,WCPFC,10/15/2014 1:07:00,12/31/2015 22:55:34,24279.2
247094940,APOLLO 12,,IJFU,Purse seiners,1,8598,0,1,1,1,1,1,1,12/16/2014 10:43:54,ICCAT,10/17/2012 20:00:10,12/29/2015 14:48:33,29004.8
247146640,RAMBO,,IWOT,Longliners,1,8918,0,1,5,1,1,1,1,1/22/2015 9:02:09,ICCAT,9/10/2012 19:22:35,9/19/2015 9:24:19,31438
512410000,SAN TANGAROA,,ZMA2633,Trawlers,1,22484,0,1,1,1,1,0,1,12/30/2013 8:00:00,CCSBT,10/27/2015 22:17:55,12/31/2015 22:46:35,147.85
224185240,KATAMBO,,EA8513,Unknown,1,30976,0,1,1,1,1,1,1,1/19/2015 6:17:45,ICCAT,11/12/2012 17:53:42,12/31/2015 10:19:51,23412.4
224161140,MATXAKU,,EA8311,Longliners,1,28634,0,1,1,1,1,1,1,4/13/2015 8:10:02,ICCAT,1/4/2013 10:00:20,12/30/2015 11:04:16,32133.2
356517000,ASIAN COSMOS,9172698,3FLM8,Fish carriers,0,28837,1,1,1,0,1,1,,12/4/2015 9:01:42,ICCAT,1/5/2012 21:51:10,12/31/2015 23:47:40,61408.6
247145190,DELFINO,,IVVS,Longliners,1,28865,0,1,1,1,1,1,1,1/22/2015 7:00:19,ICCAT,5/20/2013 7:57:26,12/28/2015 14:39:28,21764
316028083,PACIFIC SUNRISE,,CZ9660,Multipurpose vessels nei,1,24872,0,1,2,1,1,0,1,5/31/2014 20:04:07,WCPFC,8/9/2014 22:12:14,12/31/2015 22:56:50,324.875
354874000,KENTA MARU,8615784,3FXQ4,Fish carriers,0,35503,1,1,1,1,1,1,,9/23/2015 19:33:59,WCPFC,1/1/2012 3:28:36,12/26/2015 20:50:23,177651.6
247120550,FRINE III,,IWTG,Longliners,1,19946,0,1,1,1,1,1,1,1/22/2015 9:01:58,ICCAT,5/22/2013 0:05:08,12/23/2015 7:59:03,15264
224088000,ALBATUN DOS,,ECEM,Tuna purse seiners,1,1520,0,1,1,1,1,1,1,2/17/2015 5:59:36,IOTC,6/14/2012 7:20:00,12/14/2015 22:47:21,6349.2
431700830,KAIGATA MARU No. 68,9020510,JQAU,Longliners,1,542,0,1,1,1,1,0,1,11/9/2012 2:10:00,IOTC,4/20/2014 4:02:44,12/31/2015 18:02:50,558.925
431700190,FUKUYO MARU NO.17,,JE3127,Tuna longliners,1,374,0,1,1,1,1,1,1,10/16/2015 5:59:58,WCPFC,4/5/2014 4:13:45,12/30/2015 21:27:56,1960.4
273352910,Grey Whale,7703962,UBZG3,Trawlers,1,31481,1,1,1,1,1,1,1,8/18/2014 8:34:28,ICCAT,1/3/2012 0:11:49,4/8/2015 22:51:37,20302.8
224098930,BERRIZ SAN FRANCISCO,,EAID,Pole and Line vessels,1,8211,0,1,1,1,1,1,0.99780461,3/30/2015 4:13:05,IOTC,4/3/2012 12:10:37,12/31/2015 23:44:04,42982.8
303137000,Capt. Vincent Gann,9018880,WDG2517,Purse seiners,1,4843,1,1,0,1,1,1,,1/1/2015 3:00:00,IATTC,3/8/2012 3:35:23,12/28/2015 6:41:41,48012
440624000,Dong Won No. 808,,HLWQ,Longliners,1,267,1,1,0,1,1,1,1,10/2/2013 2:00:00,IATTC,1/1/2012 9:07:38,9/15/2015 13:27:47,58648
636091098,Prince of Seas,9014444,A8J15,Fish carriers,0,37635,1,0,1,1,1,1,,8/5/2015 2:00:00,IATTC,1/12/2012 9:40:51,12/31/2015 23:53:13,141778.8
224040240,NUEVO NOGUERA,,EA5770,Purse seiners,1,20961,0,1,1,1,0,1,1,12/4/2014 11:28:31,ICCAT,6/13/2013 2:11:40,12/31/2015 8:42:16,2466.4
416000788,HUNG CHIA TSAI,,BK5841,Tuna longliners,1,13066,0,1,1,1,0,1,1,11/1/2015 2:57:54,WCPFC,12/11/2012 0:27:15,12/23/2015 16:05:07,532
577102000,HARU,9241932,YJSU3,Fish carriers,0,23972,1,1,1,1,1,1,,10/18/2015 23:13:04,WCPFC,8/8/2012 12:17:50,12/24/2015 15:12:18,334924.8
576811000,HSIANG SHUN,,YJSR6,Longliners,1,461,0,1,1,1,1,1,1,8/14/2015 5:04:48,IOTC,3/13/2015 8:49:48,12/20/2015 9:20:00,4066.8
431135000,REPPU MARU NO.1,,JLPU,Tuna longliners,1,989,1,1,0,1,1,1,1,8/17/2014 16:16:32,WCPFC,1/3/2012 2:10:59,6/19/2015 10:19:03,6192
224023970,DOMINGO,,EA7822,Unknown,1,31012,0,1,1,1,1,1,0.999743934,1/19/2015 6:17:45,ICCAT,4/15/2013 21:43:03,12/30/2015 16:32:30,76558.8
440523000,LAKE GLORY,,DSOC6,Fish carriers,0,35291,0,1,1,1,1,1,,4/1/2015 1:45:03,WCPFC,1/21/2012 6:20:19,12/26/2015 23:23:31,37952.8
441690000,SOHOH,9209245,DSQS6,Fish carriers,0,35441,1,1,1,1,1,1,,11/1/2015 23:01:56,WCPFC,1/3/2012 16:51:49,12/31/2015 20:52:37,243600
416247500,DE CHAN NO.26,,BJ5094,Tuna longliners,1,36570,0,1,1,1,0,1,1,8/7/2015 23:52:18,WCPFC,8/6/2014 1:49:24,9/27/2015 23:50:55,508.2
416775000,HSIEH MING 1,,BH3057,Tuna longliners,1,2691,0,1,1,1,1,0,,3/30/2011 8:00:00,CCSBT,9/26/2015 3:38:39,12/17/2015 20:41:40,471.075
249000270,Salvatur VI,,9H3179,Longliners,1,9071,0,1,1,0,1,1,1,1/20/2015 9:43:36,ICCAT,5/16/2013 3:32:20,12/30/2015 10:52:53,4668.5
225325000,PEGUSA,,EAOO,Longliners,1,948,0,1,1,1,1,1,1,3/30/2015 4:12:50,IOTC,7/28/2012 12:21:50,12/31/2015 4:34:56,20187.2
431067000,RYOYOSHI MARU NO.8,,JNQM,Tuna longliners,1,1012,1,1,0,1,1,1,1,7/22/2014 13:36:09,WCPFC,1/8/2012 0:09:03,12/31/2015 15:45:45,50568
416000974,SNOEI DEI TSAI,,BK7345,Tuna longliners,1,13474,0,1,1,1,1,1,1,7/28/2015 2:34:40,WCPFC,1/8/2013 2:10:03,12/18/2015 0:07:10,2638
416232600,CHANG YI NO.868,8748799,BG3677,Tuna longliners,1,107,0,1,1,1,1,1,1,8/18/2015 1:29:36,WCPFC,8/1/2012 11:02:42,12/31/2015 11:23:32,66590.4
228843000,L'ESPOIR,,FPOA,Gillnetters,1,31194,0,1,2,0,1,1,1,12/10/2014 6:22:51,ICCAT,5/8/2012 3:22:25,12/31/2015 23:44:36,17147.4
412354268,YUANYOU 518,,BZU6Q,Longliners,1,37748,0,1,1,1,1,1,1,3/27/2015 6:59:32,IOTC,11/21/2014 3:54:42,9/16/2015 7:55:22,53530.4
303345000,KOORALE,7233280,WDC4205,Tuna purse seiners,1,14384,1,1,1,1,1,1,1,7/19/2015 19:30:45,WCPFC,2/10/2015 22:47:22,9/21/2015 21:37:04,1699.6
416218500,YI FENG NO.682,,BJ4945,Tuna longliners,1,15063,0,1,1,1,1,1,1,8/7/2015 0:02:26,WCPFC,9/7/2013 18:01:52,12/26/2015 0:02:19,1283.2
412209183,Liao Yuan Yu 88,8809206,BZYL6,Longliners,1,364,0,1,1,1,1,1,1,11/25/2015 3:00:00,IATTC,6/7/2015 19:54:20,12/16/2015 22:27:11,2334.8
412460281,Shen Gang Fa 15,,BZXD52,Longliners,1,24528,0,1,1,1,1,0,1,11/8/2013 3:00:00,IATTC,2/3/2015 11:55:38,12/31/2015 9:43:50,24.25
345080700,Paco C.,9675535,XCAL9,Purse seiners,1,26264,1,1,0,1,1,1,1,9/16/2014 2:00:00,IATTC,8/4/2014 8:35:31,12/20/2015 14:09:24,54792
355874000,JONATHAN ACE,8221595,3FPM2,Fish carriers,0,35502,1,1,1,0,1,1,,9/23/2015 19:39:34,WCPFC,1/1/2012 8:53:54,12/31/2015 23:00:11,10770.9
431444000,Wakashio Maru No. 8,,JFRV,Longliners,1,1326,1,0,0,1,0,1,1,8/29/2014 14:13:00,IATTC,10/10/2013 9:29:54,12/31/2015 22:04:43,21082
224076000,ALEMAR PRIMERO,,ECBE,Longliners,1,15,0,1,1,1,1,0,0.98630137,2/21/2011 3:00:00,IATTC,2/29/2012 20:39:46,12/31/2015 22:17:54,3209.8
431889000,SUMIYOSHI MARU No. 10,9152222,JEYM,Longliners,1,1193,1,1,1,1,1,1,0.137824102,7/3/2014 5:48:51,ICCAT,1/1/2012 0:38:36,12/31/2015 20:39:16,94485.6
431702470,TAIYO MARU 37,8717192,JKRY,Longliners,1,1234,0,1,1,1,1,0,1,3/25/2015 23:09:01,CCSBT,10/18/2015 12:38:08,12/31/2015 9:02:05,80.45
226169000,CAP SAINT VINCENT,9225536,FIPP,Purse seiners,1,77,1,1,1,1,1,0,1,3/1/2013 6:34:20,ICCAT,9/5/2013 14:14:02,10/31/2015 12:38:05,1066.8
416002533,JIN CHUEN,,BK7259,Tuna longliners,1,13455,0,1,1,1,1,1,1,6/25/2015 3:46:20,WCPFC,8/8/2012 13:44:47,12/26/2015 6:17:58,102
367359220,PACIFIC BREEZE,7395624,WDE4890,Tuna purse seiners,1,15805,1,1,4,1,1,1,1,11/8/2015 21:23:58,WCPFC,1/1/2012 1:38:15,12/26/2015 21:17:26,82303.2
412420911,Xin Shi Ji 207,,BZV7M,Longliners,1,24894,0,1,1,1,1,1,,8/29/2014 14:13:00,IATTC,5/30/2014 0:10:40,12/31/2015 5:53:37,7279.6
529086000,SHIN HO CHUN NO. 102,9262182,3FEQ5,Fish carriers,0,26781,1,0,1,0,1,0,,10/26/2015 15:57:38,WCPFC,1/1/2012 1:40:17,7/9/2015 2:37:49,2293.3
416717000,HSIEH TA,,BH3239,Longliners,1,38407,0,1,1,1,1,0,1,2/21/2011 3:00:00,IATTC,4/8/2014 8:55:45,12/31/2015 9:01:29,462
572641210,FONG SEONG NO.888,,T2MZ4,Bunkers,0,35487,0,1,1,1,1,1,,5/31/2014 20:06:10,WCPFC,12/17/2013 3:13:01,12/31/2015 22:56:33,95635.2
735058003,Panama Tuna,9175028,HC4697,Purse seiners,1,4846,1,1,1,1,1,1,1,4/17/2013 2:00:00,IATTC,8/24/2012 4:11:54,12/7/2015 15:30:30,61067.6
224157000,BASALDUA,,EA7626,Longliners,1,7934,0,1,1,1,1,1,1,12/4/2014 11:27:45,ICCAT,7/22/2012 1:18:00,12/23/2015 9:30:14,4351.6
224019630,IRIBAR ZULAIKA,9154373,EANS,Pole and Line vessels,1,7991,0,1,1,1,1,1,0.999820917,2/19/2015 9:10:04,ICCAT,5/1/2012 14:59:56,12/26/2015 7:42:28,26262
432228000,KOEI MARU 1,9258064,JIQG,Longliners,1,611,1,1,1,1,0,1,1,3/25/2015 23:09:01,CCSBT,1/1/2012 0:51:28,12/31/2015 22:02:42,41507.4
224135000,PEDRA DA GRELO,,ECEL,Longliners,1,21,0,1,1,1,1,1,1,3/30/2015 4:13:04,IOTC,6/7/2012 23:30:57,12/19/2015 3:04:41,17441.6
416001225,CHIUAN FA SHENG NO.226,,BJ3811,Tuna longliners,1,13855,0,1,1,1,1,1,1,8/27/2015 2:22:26,WCPFC,3/3/2013 19:55:25,9/5/2015 9:33:13,8459.6
440900000,NO.618 DONG WON,8815669,6KWS,Tuna longliners,1,280,1,1,1,1,0,1,0.996307453,7/14/2015 0:52:14,WCPFC,1/1/2012 5:22:05,12/31/2015 19:37:32,34033.4
512008000,SAN AOTEA II,,ZM2534,Multipurpose vessels,1,21785,0,1,1,1,1,1,1,12/30/2013 8:00:00,CCSBT,3/4/2013 22:34:22,12/31/2015 22:46:31,40708.8
432374000,12 CHOKYU MARU,,JIHM,Longliners,1,145,1,1,0,1,0,0,1,4/29/2006 9:00:00,CCSBT,1/9/2012 11:21:33,12/31/2015 19:55:15,1461.25
412420877,Hong Yang 88,,BZU6C,Longliners,1,24527,0,1,1,1,0,1,1,11/7/2013 3:00:00,IATTC,6/6/2013 0:05:29,12/31/2015 19:37:56,26969.8
338793000,Ocean Challenger,9517264,WDE3526,Purse seiners,1,15752,1,1,1,1,0,0,,5/7/2008 2:00:00,IATTC,5/15/2014 2:53:35,12/31/2015 23:04:01,2708.275
366954430,CAPT. RYAN,,WDB8186,Multipurpose vessels,1,83,0,1,1,1,1,0,0.602165712,2/21/2011 3:00:00,IATTC,12/3/2014 0:50:27,12/31/2015 23:57:53,6609.5
224021340,OLLO DO MAR,,EA4655,Unknown,1,20779,0,1,1,1,1,1,0.305583756,4/13/2015 8:10:02,ICCAT,3/1/2013 0:17:22,12/17/2015 20:23:16,4869.6
224072470,MARHVIN,,EA4934,Unknown,1,20782,0,1,1,1,1,1,0.929538462,4/13/2015 8:10:02,ICCAT,8/14/2012 0:38:06,12/18/2015 4:21:01,14226.4
227146100,GERARD LUC IV,9251482,FPML,Purse seiners,1,1692,1,1,1,1,0,1,1,5/5/2015 9:34:14,ICCAT,10/16/2012 18:00:51,12/31/2015 23:46:28,70476.8
431914000,KIYO MARU NO.18,,JBSW,Pole and Line vessels,1,606,0,1,1,1,1,1,1,3/13/2015 0:52:26,WCPFC,1/1/2012 3:20:57,12/2/2015 3:08:31,39215.6
432388000,WAKATORI MARU,,JFCN,Fishery research vessels,0,15656,0,1,1,1,1,1,0.277342992,5/28/2015 2:51:46,WCPFC,5/12/2012 21:58:47,12/23/2015 9:26:02,74562.8
412691530,HU YU 912,8648949,BIWB,Tuna longliners,1,15797,0,1,1,1,1,1,1,11/3/2015 0:50:15,WCPFC,8/24/2015 0:49:20,12/21/2015 22:14:53,2124
250103600,CISEMAIR,,EI7396,Trawlers,1,30718,0,1,1,1,1,1,1,5/13/2015 7:21:18,ICCAT,1/20/2012 0:39:45,12/31/2015 23:55:16,221456.8
228173800,ROGER CHRISTIAN III,9293052,FUFL,Support Vessels,0,30817,0,1,1,0,1,1,0.999958468,4/30/2015 3:21:27,ICCAT,1/12/2012 3:36:48,12/31/2015 23:58:25,54203.9
431487000,KYOYO MARU NO. 3,,JDYU,Pole and Line vessels,1,665,0,1,1,1,1,0,1,2/21/2011 3:00:00,IATTC,1/1/2012 3:19:04,12/31/2015 22:54:50,3116.375
441759000,SEIN SUN,,DSQY9,Fish carriers,0,35453,0,1,1,1,1,1,,7/13/2015 2:03:13,WCPFC,1/8/2012 9:11:38,12/18/2015 22:14:01,5082
412420913,XIN SHI JI 208,9775878,BZV8M,Longliners,1,24895,0,1,1,1,1,1,1,11/10/2015 3:40:57,WCPFC,5/30/2014 0:16:19,12/31/2015 21:21:33,15174.4
432045000,KORYO MARU NO.81,,JFFQ,Tuna longliners,1,624,1,1,1,1,1,1,1,7/28/2014 16:14:14,WCPFC,1/2/2012 16:48:51,12/31/2015 22:04:42,42672.4
431722000,TOYOKUNI MARU NO.8,,JEHR,Pole and Line vessels,1,1283,0,1,1,1,1,1,1,7/30/2014 19:55:36,WCPFC,1/3/2012 4:54:44,12/31/2015 23:03:01,112089.2
416003724,JINN JYI CHYUN NO.66,,BJ4627,Tuna longliners,1,14203,0,1,1,1,1,1,1,8/8/2015 0:21:11,WCPFC,10/15/2014 9:01:39,12/8/2015 2:30:43,836.8
224782000,ALBACORA UNO,9127435,EAMB,Purse seiners,1,1424,1,1,1,1,1,1,1,2/19/2015 9:10:04,ICCAT,12/13/2013 11:55:26,12/1/2015 5:02:02,36136.8
432962000,HOSHIN MARU No.78,9690303,7JQB,Longliners,1,24852,0,1,1,1,1,1,1,7/3/2014 5:48:47,ICCAT,2/10/2014 4:16:53,12/31/2015 22:57:01,48318
224024480,NUEVO SAN LUIS,,EDXL,Pole and Line vessels,1,8070,0,1,1,1,1,1,1,3/30/2015 4:13:06,IOTC,5/6/2012 12:34:50,12/31/2015 23:59:06,30399.6
224045260,CANTO NUEVO,,EBVH,Longliners,1,7952,0,1,1,1,1,0,1,3/6/2007 7:58:56,IOTC,7/31/2012 19:58:42,12/18/2015 15:31:56,913.75
224076000,ALEMAR PRIMERO,9266748,ECBE,Longliners,1,15,0,1,1,1,1,1,0.98630137,4/13/2015 8:09:52,ICCAT,2/29/2012 20:39:46,12/31/2015 22:17:54,51356.8
224069850,TUKU TUKU,9248875,EBXE,Pole and Line vessels,1,8149,0,1,1,1,1,1,0.999955908,4/13/2015 8:09:59,ICCAT,3/6/2012 19:07:50,12/9/2015 9:11:11,101235.6
440733000,ORYONG NO.306,8703880,HLVW,Tuna longliners,1,884,1,1,0,1,1,1,1,7/14/2015 21:37:42,WCPFC,1/1/2012 1:37:51,12/31/2015 5:55:51,102660
440952000,NO.620 DONG WON,8821498,6LCI,Tuna longliners,1,282,1,1,0,1,1,1,1,7/14/2015 0:52:23,WCPFC,1/1/2012 1:34:06,12/31/2015 22:56:17,110200
441644000,NO.637 DONG WON,9032991,DTBW8,Tuna longliners,1,279,1,1,1,1,1,1,1,7/14/2015 21:32:01,WCPFC,1/1/2012 1:43:20,12/31/2015 17:24:31,67214.4
440944000,AGNES 95,8515082,6NGW,Tuna longliners,1,8,0,1,1,1,1,1,1,7/14/2015 22:03:42,WCPFC,1/1/2012 9:12:20,12/30/2015 10:09:14,35965.6
271072516,KUMLULAR-3,,TC8587,Purse seiners,1,31645,0,1,1,1,1,1,1,2/14/2014 4:09:22,ICCAT,10/16/2012 19:01:59,4/7/2015 0:19:47,1494.8
440648000,NO.3 TONINA,,6NKJ,Longliners,1,1279,1,0,0,1,0,1,0.211405836,12/1/2014 8:00:00,CCSBT,1/4/2012 10:04:18,12/31/2015 12:53:54,15254
432374000,Chokyu Maru No. 12,,JIHM,Longliners,1,145,1,1,0,1,0,1,1,6/8/2012 2:00:00,IATTC,1/9/2012 11:21:33,12/31/2015 19:55:15,11690
440503000,No. 55 Shin Yung,8815724,6MWP,Longliners,1,1126,1,1,1,1,0,1,1,3/26/2015 9:00:16,ICCAT,1/1/2012 0:02:21,12/31/2015 21:25:32,31561.6
224053530,SIEMPRE AL ALBA,8740046,EBYG,Purse seiners,1,8131,0,1,1,1,0,1,1,4/13/2015 8:09:58,ICCAT,7/25/2012 23:35:46,12/10/2015 19:54:23,6817.4
224138280,SIEMPRE SAN PRUDENCIO,,EA2815,Longliners,1,8141,0,1,1,1,0,1,1,4/13/2015 8:09:58,ICCAT,1/17/2012 13:35:56,7/11/2015 22:25:18,12746
224130000,BOUSO,9098622,ECBD,Longliners,1,66,1,1,1,1,1,1,,4/13/2015 8:09:59,ICCAT,5/13/2012 12:46:39,12/31/2015 20:26:30,49809.2
228280000,CAP BOJADOR,8908026,FGPI,Purse seiners,1,72,1,1,1,0,1,1,1,4/28/2015 4:55:09,ICCAT,1/2/2012 21:52:14,12/29/2015 0:12:39,18488.4
228221000,SILURE,8328795,FULX,Longliners,1,1494,0,1,1,0,1,1,1,4/28/2015 4:55:09,ICCAT,2/8/2012 7:51:06,12/16/2015 3:33:39,7614.2
247151150,ALESSANDRO II,,IZFX,Longliners,1,8576,0,1,1,1,0,1,1,1/22/2015 9:35:14,ICCAT,6/16/2012 9:20:30,12/30/2015 21:01:59,14078.8
224727000,ALBACORA QUINCE,,EDUS,Tuna purse seiners,1,12,1,1,1,1,1,1,1,3/6/2015 7:46:05,IOTC,2/21/2012 10:14:42,12/29/2015 21:03:47,62514.4
431206000,KINSAI MARU 68,9185358,JDXV,Longliners,1,600,1,1,0,1,1,1,1,3/25/2015 23:09:01,CCSBT,1/1/2012 8:57:49,12/31/2015 20:55:01,36088
431487000,KYOYO MARU NO.3,,JDYU,Pole and Line vessels,1,665,0,1,1,1,1,1,1,7/30/2014 20:55:33,WCPFC,1/1/2012 3:19:04,12/31/2015 22:54:50,49862
416233600,YUNG HSING FA NO.168,8748543,BL2096,Tuna purse seiners,1,16115,0,1,1,1,1,1,1,8/3/2015 3:04:52,WCPFC,1/1/2012 1:27:25,12/31/2015 22:57:12,57510.8
576732000,SHOTA MARU,9194892,YJQP4,Fish carriers,0,23979,1,1,1,1,1,1,,12/3/2014 18:13:36,CCSBT,7/27/2012 13:52:28,12/29/2015 10:03:44,308574.4
224049460,Belma,,EA3192,Longliners,1,1581,0,1,1,1,1,1,1,5/29/2012 2:00:00,IATTC,1/29/2012 6:17:59,12/31/2015 8:54:35,43520.4
238288740,DAVORIN,6406610,9A7305,Support Vessels,0,30506,0,1,1,1,1,1,1,4/23/2015 3:30:28,ICCAT,6/29/2013 17:53:55,12/10/2015 7:35:05,47926.4
529268000,HUA JIAN 109,,T3UC,Fish carriers,0,35633,0,1,1,1,1,1,,9/23/2015 16:33:07,WCPFC,4/11/2012 5:31:10,12/24/2015 2:21:21,68186.8
431704420,KINEI MARU No. 35,9037551,JMSU,Longliners,1,589,1,1,0,1,1,0,1,7/2/2013 4:21:37,ICCAT,1/26/2015 1:38:55,12/31/2015 23:02:40,1264.5
271056035,ABANOZLAR,,TC7707,Purse seiners,1,7073,0,1,1,1,1,1,1,12/16/2014 9:21:49,ICCAT,9/27/2012 8:06:32,12/31/2015 3:43:19,9306.4
224215230,NUEVO HERMANOS RABAL,,EA4622,Purse seiners,1,20938,0,1,1,1,1,1,1,12/4/2014 11:28:30,ICCAT,6/13/2013 3:03:10,12/4/2015 17:16:19,91553.2
224377000,LOMBA MAURI,,EA2480,Longliners,1,1467,0,1,1,1,1,1,1,3/30/2015 4:12:44,IOTC,1/9/2012 18:20:50,12/30/2015 12:05:26,8804.4
