mmsi,imo_count
211537360,10
205507490,10
636015016,10
372926000,10
356330000,10
245839000,10
372270000,9
842253516,9
538003222,9
440002040,9
538090194,9
304845000,9
440004570,9
311000073,9
413323880,9
205349590,9
859032652,9
440011460,9
205351190,9
440006170,9
440008040,9
205344390,9
244020692,9
633677289,9
538090322,9
112999999,9
244690815,9
413333333,9
858798128,9
538004177,9
229388000,9
211535070,9
308704000,9
308701000,9
636014884,9
537985026,9
308511000,9
244620903,9
413824073,9
710999108,9
226823552,9
538003985,9
72876032,9
413889898,9
211529550,9
727944384,9
636014312,9
306516584,9
64099844,9
253477000,9
268435456,9
60809282,9
244281000,9
243601076,9
243601045,9
243601036,9
244215000,9
413805887,9
538002705,9
413807978,9
413808388,9
111111110,9
701006371,9
211224430,9
135474195,9
211621310,9
211216490,9
710074400,9
247303100,9
538003842,9
141598850,9
701006100,9
701006081,9
701000798,9
633677266,9
413468390,9
244670062,9
808071724,9
645273000,9
371436000,9
431000000,9
357928000,9
355925000,9
633677259,9
205258890,9
538005777,9
247795416,9
211245200,9
230982000,9
205300000,9
244690015,9
827326464,9
205307990,9
333000000,9
840433664,9
840433668,9
841345260,9
226001160,9
636014302,9
755002000,9
357632000,9
266239000,9
413962205,9
413762046,9
770576060,9
244650992,9
229781000,9
636015036,9
1234,9
370671624,9
636015048,9
413700000,9
413695890,9
305730000,9
773324800,9
319162400,9
636015208,9
422000000,9
800000000,9
477925800,9
367001830,9
214180810,9
245999300,9
373208000,9
1040179007,9
477938500,9
1040178751,9
636011816,9
366773040,9
636015976,9
205429890,9
99999,9
2734476,9
636091049,9
273453420,9
411041792,9
367282000,9
256184160,9
205396000,9
218434864,9
248875000,9
373277000,9
477114500,9
412701910,9
636092009,9
205432190,9
273381200,9
412654321,9
245999100,9
635961346,9
563100000,9
257439000,9
273339400,9
636091655,9
366804997,9
564000000,9
235079827,9
636091625,9
888888,9
470100000,9
1000000,9
1048576,9
524564,9
940048384,9
367099904,9
351811000,9
205487290,9
925512236,9
412376680,9
1572864,9
220635000,9
210046136,9
524552,9
205451000,9
246530000,9
636091351,9
273342810,9
273342420,9
205628000,9
636091305,9
215046000,9
352651000,9
999000009,9
474291280,9
411041805,9
474291312,9
1073741630,9
4132209,9
9,9
211411230,9
863227084,9
1073741599,9
440119090,9
373626488,9
8220,9
12345,9
353702000,9
16752,9
4132205,9
7,9
354187000,9
205386190,9
413200000,9
235307000,9
344851816,9
524560,8
244011000,8
269056819,8
636091400,8
636015880,8
240296000,8
211123456,8
636091423,8
538004369,8
211114470,8
277466000,8
574293000,8
306516568,8
477679000,8
413801881,8
477321000,8
636014890,8
710000720,8
123450000,8
537206842,8
205627000,8
373876000,8
205626000,8
205625000,8
271123456,8
211327150,8
211532870,8
370251000,8
538004305,8
537206817,8
537206810,8
271999999,8
367624748,8
308165000,8
244630028,8
370271000,8
636091369,8
257905500,8
412207990,8
211701280,8
205489090,8
251989784,8
1111111,8
316001802,8
414000000,8
939515711,8
939515519,8
273111111,8
538004801,8
265186000,8
205490890,8
204761934,8
413985223,8
310710928,8
121212121,8
205041400,8
416000000,8
205045800,8
3,8
372780000,8
273123456,8
859032831,8
211513860,8
305712000,8
214240456,8
244650323,8
302322208,8
240198000,8
253532000,8
412000040,8
413801757,8
413903303,8
671884500,8
574012380,8
212046000,8
211519510,8
205545000,8
312613000,8
412333333,8
201342284,8
305871000,8
312809000,8
530000000,8
413762051,8
770576010,8
120000000,8
710001290,8
354190000,8
244000000,8
271000935,8
243601060,8
701547000,8
218601000,8
356881000,8
413809332,8
1073725055,8
636090915,8
309402000,8
413809933,8
413781269,8
413806081,8
701006385,8
273377700,8
218649000,8
356848976,8
538003729,8
100000001,8
211543720,8
311052600,8
701006261,8
211543450,8
413810725,8
211409660,8
311025600,8
244190000,8
636090590,8
271001063,8
211215130,8
101010101,8
245127000,8
218434848,8
366996750,8
413807343,8
111,8
209141000,8
235058304,8
209032000,8
538002641,8
477123456,8
271000999,8
245895000,8
710006930,8
413808615,8
244970000,8
309526000,8
636016104,8
135089208,8
311010600,8
311000098,8
413814221,8
10,8
710102049,8
474992591,8
474291324,8
309036000,8
413817213,8
357496000,8
710000595,8
710000648,8
474291308,8
370000000,8
209964000,8
211534760,8
244615934,8
477560500,8
413771771,8
211665520,8
373626448,8
413791426,8
256791000,8
413823372,8
210035000,8
211666950,8
701006154,8
636016168,8
218760000,8
356848960,8
710000031,8
211405020,8
244090901,8
413810882,8
701006225,8
211624750,8
636090985,8
229033000,8
208285197,8
273998866,8
636014440,8
373175000,8
367524230,8
538002961,8
354030000,8
538003857,8
565336000,8
235006670,8
413804439,8
357092000,8
311000137,8
214180917,8
211247350,8
636092468,8
412471590,8
515286000,8
247006000,8
205295690,8
244690000,8
633677272,8
205430790,8
247002000,8
230987000,8
244670809,8
205305890,8
211493450,8
636092416,8
891957804,8
633677276,8
456789123,8
839385088,8
246564000,8
244710367,8
205327590,8
220247000,8
230601000,8
205464990,8
230189000,8
205218590,8
636091852,8
636014120,8
214181619,8
244730485,8
205235590,8
205455362,8
638066818,8
633677252,8
440001840,8
636014081,8
205253490,8
236544000,8
205264890,8
211239400,8
205273990,8
205274990,8
412470780,8
230917000,8
466000000,8
636092494,8
548612000,8
348460280,8
224000000,8
341270000,8
4132212,8
636092269,8
440149730,8
440009190,8
372278000,8
222629184,8
636015513,8
5767168,8
440006660,8
636092233,8
858997964,8
222000000,8
636092135,8
440119730,8
560000000,8
413222222,8
304816000,8
4773774,8
859036876,8
341872000,8
440004170,8
259768000,8
259757000,8
366772750,8
635961345,8
412592390,8
304616000,8
273325200,8
633688015,8
205344290,8
338860000,8
256184168,8
305709000,8
304742000,8
235212296,8
367306540,8
244690993,8
566567368,8
244700841,8
440005900,8
413000008,8
440006460,8
305015000,8
636092301,8
246392000,8
636091817,8
367154120,8
775000000,8
372777000,8
636014184,8
205126000,8
205114000,8
273349110,8
563669000,8
636009832,8
247100300,8
926141644,8
371175000,8
636091807,8
205085300,8
413473210,8
246411000,8
2112631,8
636014210,8
205397000,7
538090415,7
204090893,7
205491590,7
413735118,7
218434856,7
205391190,7
246326000,7
316001262,7
205175000,7
256000000,7
246650000,7
256808000,7
636091706,7
351859000,7
636092317,7
218434872,7
215280000,7
245068000,7
215284000,7
701007049,7
376129000,7
701007052,7
538004753,7
413783313,7
218434816,7
413783224,7
244660720,7
205394390,7
376526000,7
376700000,7
701089000,7
244700884,7
576785000,7
205502790,7
205416000,7
888,7
224675000,7
413504150,7
701006274,7
258931000,7
413780717,7
244660815,7
413354450,7
212696000,7
566478000,7
701006257,7
244889000,7
354586000,7
244710413,7
413355710,7
636015445,7
636091953,7
244710207,7
212746000,7
412753720,7
205346790,7
205491290,7
412710000,7
636015051,7
373227000,7
212111000,7
671056000,7
209126000,7
636091689,7
412666666,7
219318000,7
257429000,7
356849008,7
636092340,7
412566666,7
573482056,7
135483412,7
548543000,7
636016424,7
636092216,7
244050426,7
244050469,7
219422000,7
413593440,7
205371190,7
212838000,7
355127000,7
367595480,7
219479000,7
205365700,7
572587740,7
538003324,7
311000115,7
244660392,7
244070903,7
373626432,7
245457000,7
589356252,7
636092181,7
246724000,7
244700498,7
210168000,7
256981000,7
264402007,7
205377990,7
413111111,7
413590630,7
245438000,7
264402018,7
371030000,7
271002599,7
413100000,7
710001000,7
228320900,7
205372190,7
256996000,7
636092145,7
244150000,7
218057000,7
245209000,7
565179000,7
413784155,7
354455000,7
413000037,7
413784141,7
636092297,7
223456789,7
341193000,7
209300000,7
311007200,7
371103000,7
376029000,7
701006226,7
413783641,7
538005201,7
205351390,7
244660655,7
341280000,7
205002000,7
367704000,7
413018060,7
215870000,7
710000410,7
413302070,7
413015060,7
412372960,7
710000215,7
413783354,7
205360190,7
205387990,7
348460264,7
215940000,7
220545000,7
353860000,7
245231000,7
218044000,7
538003454,7
574956120,7
351490000,7
413763539,7
370302000,7
413767569,7
413473180,7
574999999,7
205252690,7
636015336,7
210095000,7
244630436,7
538004241,7
205446590,7
351532000,7
352477000,7
413445330,7
269056807,7
677023100,7
312601000,7
574573132,7
211130870,7
205436190,7
253336000,7
244620986,7
412330580,7
412047680,7
413438190,7
311804000,7
261000840,7
269057360,7
412078000,7
413769089,7
412435950,7
244630015,7
412468608,7
244630024,7
371600000,7
269057267,7
244670357,7
212371000,7
210102000,7
677037400,7
244650397,7
412300000,7
244670078,7
312352000,7
636091854,7
312353000,7
244650211,7
538005457,7
413468320,7
205538000,7
244650324,7
636091445,7
214240488,7
412302330,7
214240504,7
355212000,7
266252000,7
212018000,7
413764413,7
563982000,7
412423949,7
574344389,7
413766146,7
312182000,7
205517990,7
244670175,7
211126670,7
351607000,7
205233000,7
564088000,7
244650696,7
412044760,7
205459490,7
244730648,7
247095800,7
214840115,7
205553000,7
205231000,7
372997000,7
200704228,7
211884000,7
247098900,7
412500780,7
244486000,7
142003264,7
219282000,7
311062300,7
407181400,7
412490000,7
311062900,7
413372080,7
257667000,7
413371210,7
265885000,7
636091107,7
311065200,7
636091634,7
211175900,7
211000000,7
413777777,7
413373890,7
147600179,7
413761938,7
636092400,7
259874000,7
256495000,7
636091945,7
258845000,7
355744000,7
271000679,7
636092407,7
413761782,7
701006177,7
271000477,7
405,7
205504190,7
205505090,7
265735000,7
563621000,7
219000028,7
311058500,7
371201000,7
210583000,7
220000000,7
212487000,7
412018250,7
636015400,7
354801000,7
564342000,7
244670596,7
205507790,7
636092522,7
270000000,7
352622000,7
244670697,7
636015912,7
266201000,7
205508590,7
636015908,7
413425770,7
226823584,7
636015372,7
636091919,7
636091318,7
413374330,7
256656000,7
564527000,7
411000000,7
636092458,7
413762496,7
210000000,7
538004561,7
205289990,7
324019256,7
244660818,7
701000560,7
244790985,7
312679000,7
255805695,7
636091832,7
371245000,7
266192000,7
371910000,7
201330749,7
413814143,7
419000001,7
859557068,7
440116880,7
538001907,7
211232670,7
636011496,7
34080839,7
366716964,7
710102048,7
4132409,7
211335760,7
97518124,7
366709780,7
211272260,7
235618000,7
273361100,7
304841000,7
710102034,7
211500430,7
524596,7
4132202,7
211230570,7
524572,7
416111111,7
308705000,7
4132206,7
771677791,7
859033292,7
524520,7
413821777,7
538001386,7
235212344,7
211535300,7
710245000,7
367366340,7
211513740,7
211445750,7
413810062,7
422100000,7
636013850,7
273332600,7
710018480,7
440009470,7
305542000,7
805232223,7
99999999,7
211235220,7
858798152,7
236634000,7
367541160,7
413808774,7
633677248,7
440007440,7
413808624,7
999000014,7
357389000,7
525000001,7
211338680,7
413812062,7
999000007,7
168,7
273333500,7
859031756,7
211474000,7
211541290,7
231770000,7
273458320,7
440011170,7
538002340,7
999999888,7
420000000,7
241211000,7
41389204,7
235095162,7
304010915,7
770576044,7
477764700,7
939499327,7
939515455,7
6666,7
2723649,7
304010974,7
305826000,7
211290730,7
211493410,7
413994476,7
211529540,7
533796000,7
770576120,7
413877740,7
413904841,7
366829480,7
755801468,7
413970148,7
53946932,7
905961279,7
413970381,7
755033000,7
240000000,7
307757056,7
466204000,7
2112041,7
413972026,7
240187000,7
533062400,7
305866000,7
533130039,7
477866600,7
636013800,7
308249000,7
470625000,7
4131102,7
367513130,7
658737,7
273336920,7
271100000,7
710999107,7
633677311,7
710891245,7
211533560,7
710494000,7
610095180,7
235077612,7
366748250,7
4132201,7
211222400,7
308126000,7
888888886,7
239147100,7
470538000,7
537206807,7
308090000,7
470541000,7
308121000,7
308124000,7
525000010,7
273339300,7
440999999,7
770576189,7
537206809,7
272000001,7
440748000,7
710999979,7
537206821,7
273438670,7
633677263,7
211378550,7
248888000,7
1073717055,7
514337000,7
1073716799,7
636014061,7
211549780,7
273312800,7
514321000,7
413806082,7
235011050,7
440002320,7
844627968,7
413806086,7
710003840,7
440002380,7
230619000,7
538002833,7
211549530,7
440002410,7
305407000,7
305412000,7
440002530,7
211264760,7
440003430,7
1073159803,7
23617,7
235010720,7
273311150,7
16430,7
236250000,7
273317560,7
310710916,7
305272000,7
273316430,7
235041030,7
211249410,7
305211000,7
236179000,7
112233445,7
538003059,7
305178000,7
440001710,7
636014568,7
304970000,7
111222333,7
16476,7
236471000,7
440001720,7
16493,7
710003090,7
111122222,7
477213800,7
413804456,7
710003680,7
591000068,7
440001930,7
1073733246,7
440001960,7
477065100,7
100900149,7
304972000,7
856911306,7
248811000,7
32,7
367556020,7
273331200,7
367331730,7
710010670,7
305019000,7
205360390,6
898998899,6
246629000,6
636015457,6
355331000,6
256234000,6
888888880,6
231017928,6
445253000,6
636092392,6
857984618,6
248036000,6
463043101,6
12345679,6
636015440,6
244710421,6
18,6
210280000,6
258858000,6
636000000,6
211288580,6
205313790,6
341273000,6
220125000,6
304948000,6
273341200,6
367185680,6
220284000,6
305175000,6
857982156,6
563024850,6
258996000,6
248070000,6
256204000,6
413301270,6
338107858,6
205363390,6
220378000,6
857984076,6
413354620,6
211284230,6
205414000,6
334713000,6
205362390,6
563104000,6
566657000,6
841346284,6
258947000,6
412552010,6
563108000,6
249539000,6
6488064,6
246864000,6
235102692,6
244690482,6
273339540,6
246604000,6
413371540,6
636092276,6
259896000,6
563412000,6
244690168,6
327427592,6
211492530,6
305212000,6
304137000,6
355249000,6
211293510,6
236202000,6
205304090,6
205452690,6
244730075,6
246498000,6
372240000,6
244730209,6
466205000,6
249727000,6
433333333,6
633677290,6
857993740,6
211260260,6
372699000,6
351550000,6
235092583,6
244730470,6
366828000,6
412432340,6
273343220,6
236165000,6
351421000,6
2730000,6
514961000,6
333444555,6
248163000,6
256281000,6
633677291,6
413302350,6
2444010,6
212795000,6
412468750,6
273343110,6
412468470,6
351409000,6
236188000,6
636091912,6
434123000,6
351473000,6
412456789,6
246517000,6
563379000,6
246925000,6
235094626,6
205447190,6
412453120,6
330000000,6
205450000,6
484538751,6
440010350,6
413271080,6
235507000,6
235830000,6
345189888,6
413325990,6
562373000,6
235833000,6
440120500,6
211272290,6
355646000,6
212934000,6
205350490,6
220570000,6
558450932,6
305097000,6
636092124,6
235308000,6
9699330,6
246808000,6
440002290,6
304789000,6
304778000,6
566567400,6
863358412,6
348460272,6
304764000,6
256072000,6
244700816,6
205377790,6
304851000,6
548822000,6
212848000,6
20,6
220648000,6
855862730,6
636092212,6
372290000,6
211501820,6
235644000,6
273333440,6
246746000,6
273327500,6
8912900,6
538090304,6
276,6
440012610,6
304010786,6
538090413,6
440100359,6
440004790,6
244690863,6
205344990,6
205378590,6
440005050,6
440108200,6
440108440,6
244700378,6
856935628,6
366757000,6
205394790,6
563007580,6
633677295,6
305148000,6
220479000,6
244700991,6
210560000,6
211280810,6
338255000,6
4131402,6
509824360,6
858901708,6
220464000,6
413354510,6
211278220,6
636092044,6
633677285,6
842020960,6
440277000,6
259556000,6
205400890,6
220449000,6
633677283,6
231017952,6
440302190,6
205404390,6
566689000,6
213456789,6
351141000,6
440006550,6
636015517,6
538090280,6
366744920,6
440009980,6
514011000,6
440002260,6
235212320,6
413000009,6
305128000,6
538090269,6
4132203,6
205391590,6
205335490,6
636015464,6
273337700,6
246807000,6
10101010,6
205392290,6
4132109,6
566567360,6
413352720,6
636092345,6
636092076,6
866666666,6
372399000,6
220498000,6
4131800,6
304923000,6
564783000,6
273447030,6
636090921,6
564916000,6
245999140,6
273449370,6
564839000,6
257479000,6
58497,6
248737000,6
353140000,6
377552000,6
257526000,6
246027000,6
403520001,6
273450450,6
273372900,6
257544000,6
81740,6
636015972,6
353017000,6
244928000,6
353377000,6
477423700,6
366997290,6
636090671,6
257366000,6
244996000,6
366997360,6
257368000,6
373272000,6
244961000,6
565895000,6
257420000,6
354548000,6
377454000,6
636090857,6
235060989,6
1056956287,6
218627000,6
248828000,6
257434000,6
219004838,6
999999989,6
248621000,6
564476000,6
244790875,6
636013224,6
219002687,6
636011624,6
354756000,6
564429000,6
205851720,6
273370100,6
354774000,6
354776000,6
474291272,6
566028000,6
352717000,6
394536,6
566029000,6
256597000,6
246172000,6
249128000,6
353000000,6
477001700,6
352952000,6
477000001,6
352947000,6
244820404,6
636015950,6
111111,6
407181408,6
1025626514,6
1069547391,6
352861000,6
477544000,6
235070031,6
246093000,6
235070078,6
373130000,6
366954130,6
999999991,6
409575345,6
215482000,6
235050126,6
245455000,6
373945000,6
636012904,6
16428,6
354093000,6
373976000,6
354357000,6
354060000,6
211397660,6
1073733502,6
16445,6
636012748,6
354004000,6
209405000,6
375217000,6
12,6
353968000,6
245834000,6
245315000,6
215740000,6
215654000,6
354240000,6
354292000,6
209627000,6
373747000,6
245689000,6
215604000,6
1073741691,6
11111,6
256994000,6
354408000,6
565435000,6
477274200,6
354333000,6
257000000,6
366992850,6
245505000,6
373626440,6
245489000,6
565367000,6
273439680,6
366996710,6
256805000,6
636012646,6
245907000,6
245112000,6
376381000,6
245096000,6
353574000,6
245085000,6
209840000,6
477173500,6
218389000,6
636016040,6
376657000,6
245931000,6
209188000,6
218432000,6
636016035,6
353446000,6
1073160059,6
218056000,6
245284000,6
373449000,6
353910000,6
245852000,6
211378800,6
256825000,6
257158000,6
218031000,6
16540,6
235053116,6
210041000,6
1073725247,6
273430870,6
16696,6
366988470,6
16753,6
376004900,6
209304000,6
1073716863,6
353719000,6
351893000,6
352039000,6
219296000,6
941654536,6
235084298,6
477746800,6
404,6
244750224,6
233866000,6
304010672,6
403,6
372894000,6
477759600,6
412357680,6
563808000,6
355054000,6
367115000,6
470388000,6
244742000,6
412372130,6
205492690,6
352114000,6
352216000,6
214240448,6
205514880,6
219245000,6
636091604,6
352179000,6
304010448,6
412333888,6
352135000,6
246273000,6
205492390,6
246274000,6
367087160,6
219266000,6
945291264,6
273352200,6
352104000,6
235083501,6
211476020,6
235083629,6
909584948,6
235089914,6
304011027,6
470123456,6
367163760,6
205474190,6
273347600,6
636015720,6
470096928,6
563612000,6
470096920,6
412379850,6
205466490,6
470096904,6
214181626,6
273345930,6
367167850,6
477818000,6
248187000,6
205460790,6
412428840,6
205483000,6
939515775,6
636014600,6
273350860,6
205489490,6
351816000,6
248323000,6
412375380,6
355139000,6
211482150,6
219425000,6
273353180,6
273350240,6
205481990,6
563706000,6
244740593,6
304010973,6
205479890,6
636091780,6
304010996,6
219482000,6
205595000,6
205616000,6
470903000,6
412067000,6
244780375,6
211325530,6
987456321,6
366934280,6
246192000,6
412123010,6
477628400,6
257869000,6
564193000,6
412205810,6
354841000,6
235075591,6
277399000,6
524536,6
524540,6
412210000,6
234946562,6
273359420,6
474291264,6
477593800,6
470984000,6
636091266,6
235003950,6
219012959,6
352646000,6
366948020,6
412020530,6
412040080,6
566065000,6
524332,6
352594000,6
373048000,6
636015900,6
470931000,6
367047150,6
249209000,6
412047470,6
636011397,6
219173000,6
959916596,6
412303460,6
219134000,6
205524090,6
246254000,6
234577000,6
258016000,6
235080274,6
352321000,6
563961000,6
246252000,6
244750692,6
244750673,6
219189000,6
477711300,6
412325390,6
470573000,6
214240464,6
412328490,6
658757,6
366916010,6
367061620,6
636091424,6
352444000,6
277481000,6
205557000,6
470837000,6
214725427,6
354934000,6
470801000,6
470780000,6
412430000,6
412300880,6
566090000,6
273355080,6
273354720,6
244758000,6
352404000,6
246245000,6
366902350,6
244750922,6
701006401,6
710012580,6
266262000,6
538004488,6
311028700,6
266281000,6
247320600,6
134742016,6
305995000,6
311026500,6
211999999,6
305996000,6
244650467,6
306029000,6
367501840,6
306067000,6
311029600,6
357203000,6
367456810,6
255714000,6
211517600,6
244650794,6
266209000,6
311023500,6
413807569,6
242006000,6
755630162,6
413765314,6
247266600,6
755043000,6
710011410,6
701006423,6
413781899,6
