mmsi,seg_count,radius
244780876,13,2.4466474141337975
413000001,13,13.435647491421127
372028000,13,9.64435789403207
431003435,13,2.767157685875147
431100239,13,2.8374452754452242
251315240,13,0.22513136813387116
431501666,13,1.9475318461979614
244860230,13,0.048157318858865733
477056300,13,0.36824745632960637
636015538,13,3.0658783847944089
431001040,13,1.6262622980584494
431500568,13,2.7108745477411094
257095540,13,0.13225875949087004
431003616,13,2.081712818616789
431800850,13,2.8572965805120334
316028909,13,0.20641560215237892
261011140,13,1.5685414128674959e-05
431004883,13,4.0945748571829181
367034960,13,0.023048738145474239
338124561,13,1.3634249514081844e-05
235087726,13,2.971437633099058
412123456,13,17.229855038072522
999123456,13,147.35240270324087
366960890,13,0.045161972188090573
701006084,13,2.1505668090808383
432743000,13,1.6220324211130683
319665000,13,2.0087463051579762e-05
431004115,13,2.3723146937711923
367552160,13,0.21381498851023598
431001114,13,0.10423599321193096
503375700,13,0.11956940574967774
373722000,13,62.178849215372509
244660395,13,0.56056897360957181
416451000,13,45.137625387932317
244820397,13,0.65570020622427638
431501229,13,1.8361414433490333
755002470,13,0.14955015475056826
219646000,13,3.5499644668289241
770576249,13,0.17530474474105967
244780700,13,118.65047519292604
257077240,13,1.6142984067733475
431301698,13,3.3309164365315032
431000981,13,2.1946835034177061
111503020,13,0.25401164465400089
477006600,13,11.437986362822649
338224000,13,0.10370935181051699
440755000,13,0.25316737403131462
431100026,13,2.0511088219816185
503528000,13,0.042719979584141934
244750694,13,0.578664170064261
503605000,13,0.0414981106354457
219632000,13,92.476119859533966
273541820,13,0.21307066498494512
525000000,13,35.946664882652172
431000841,13,0.33602405635181876
431003232,13,2.3990240462460064
265504690,13,0.069153815763208962
431501774,13,0.37400452758430641
373005000,13,3.7766421964833161
304020821,13,3.1242264617015714
413801972,13,0.87982885971950586
224255540,13,0.012221410486600328
503674000,13,0.017799031368175018
244660942,13,126.22601635539883
477038000,13,0.4212877528587019
431000590,13,2.7354936121856022
245569000,13,3.1225812515146036
236119000,13,1.6781809489604194
8203127,13,0.020435140269548992
441868000,13,0.055745265286552118
366932980,13,0.6721248105521197
273424720,13,0.012105876604539663
701006150,13,0.785638701215528
273336030,13,0.03736750988532176
440890000,13,0.26412926760669858
244810184,13,0.11465203950957979
244710812,13,0.0094948987608865672
477261200,13,16.413795792383794
538070743,13,0.0049933360775693339
205440190,13,1.0790633162547572
431000527,13,1.7929697346516937
431602206,13,3.7532698367617097
366985340,13,0.0609211689451443
477274900,13,10.716288443933841
367563000,13,0.065083679812534753
244630750,13,0.17295539634416679
518100036,13,0.65696903733923839
244660875,13,0.19944945153821578
512004656,13,0.12216299709928267
412078000,13,6.1002123832401844
211444890,13,0.021864219029837838
431000221,13,0.3256718199881779
367002180,13,4.5867336648856476
312226000,13,7.1997590218065071
503858116,13,0.072671280908603614
538004853,13,1.8822007139568784
477031000,13,0.42127608763312063
244730470,13,1.074570636830118
367013020,13,0.04716017587504534
246656000,13,0.3773907254583847
257200220,13,8.3546860529210232
244660197,13,0.0083948080741448848
244670669,13,85.267348280528225
412417180,13,0.09559509502730397
357697000,12,2.6834534898334406
257361500,12,0.33389527541141817
244750222,12,0.48329009538968737
355635000,12,83.558530421130754
367013060,12,0.10381083009989948
529105000,12,1.0670494961748549
431001544,12,0.45506807785610759
264900193,12,0.011222984775991436
431004632,12,2.130403640308022
431600641,12,2.9989856568057718
431800070,12,2.8930195712984097
538005291,12,2.7760670120949933
413812932,12,1.6855421591872508
244710015,12,0.6846566753356913
366851680,12,0.017114603551941231
431300401,12,8.95494027179634
241375000,12,4.21377528776164
212158000,12,3.1031799518401169
431003024,12,4.5817542066139243
503671100,12,0.88832702204387071
503607000,12,0.055176580843459139
367098550,12,6.15602738260395
431500624,12,1.959684445132023
244820331,12,118.76149559838449
503486500,12,0.05452448615631577
760000001,12,15.93169466016635
477385000,12,0.42126578210552507
477937300,12,0.39084084501794225
1193046,12,206.88621570487402
412379760,12,0.035333192435441731
636014302,12,5.237656783056126
431005364,12,3.0983700761983113
431401143,12,3.0763065491791157
636014129,12,7.80783317266618
431005236,12,1.7338510435980996
515381000,12,2.27152195083663
311000185,12,0.64555552769990221
477050200,12,2.0903927709124308
431501692,12,3.3195296805773604
477012000,12,0.42140696611048845
366701350,12,0.99469418365895113
431003277,12,2.590261052549359
636015559,12,2.4484741241670074
477039000,12,0.42366819627353275
431000355,12,2.0984354899550093
431005182,12,0.44407606349216072
245848000,12,1.69379820671204
412395000,12,10.13544668745045
441638000,12,10.895764154686008
477848700,12,3.1474564702050696
316004100,12,1.8689764057776852
576718000,12,50.666096942692988
366890910,12,2.6701502234783849e-05
12345678,12,148.42876474380105
266349000,12,0.31786486467898689
244690712,12,30.140390246797896
503226300,12,0.016568147900085074
636015632,12,2.2135191425557017
431401036,12,4.2793394729418512
244690454,12,0.0721291432837925
367100370,12,0.0498778332570625
431600477,12,1.7181673795012118
371308000,12,5.5256965474687156
354280000,12,5.418738064189883
477545000,12,0.41728412882896837
244780644,12,118.65896117797489
440309000,12,6.6503929766576952
432915000,12,2.4889739063844751
372420000,12,1.8330242501928218
538070052,12,2.2015220802488678
367044560,12,0.024564277954374412
244730903,12,0.6223998337193134
431100939,12,3.4174010509759212
577278000,12,110.53011485878712
205507490,12,0.2897293926295042
441782000,12,2.8625508835651861
431300167,12,1.6865138064613805
477034000,12,0.42061580671986182
9366691,12,0.033722336945011928
244710032,12,0.01350723169112983
431301428,12,2.2534458516869247
357076000,12,2.6317132425987526
266062000,12,0.36625565954454992
755002599,12,1.9155671319212111
431602307,12,2.2187729316043252
370298000,12,1.8977824391180922
244660379,12,118.59496674803469
244110703,12,0.00429684137118905
477813700,12,4.484641782155312
431401978,12,0.25770378644519315
431000701,12,2.3158595226124361
366772990,12,0.095746961268404054
273413800,12,22.158252545792969
432638000,12,4.8620260693989525
273541110,12,0.14113516300804366
367450570,12,0.14149844230251604
428043000,12,0.007384212933627632
755002730,12,0.36333860749257463
248724000,12,28.733566151053882
636012155,12,142.00419135364547
271000733,12,0.094491194080367977
319087000,12,2.2629358845965313
431301245,12,0.30077040050721893
431501868,12,2.770990673165374
367047270,12,0.75450873974478982
211684020,12,24.749516922486666
244750401,12,0.22978232147812011
477190700,12,3.0526971914616827
366386000,12,1.2999162312829688
431680212,12,3.6039499969083963
538070231,12,1.8222255053955044e-05
440861000,12,5.26370158942411
353689000,12,1.809819494884918
316005622,12,0.47917486485383076
352757000,12,29.524758797092503
273313300,12,4.1889434774691182e-05
219017907,12,1.940126604876286e-05
416004545,12,41.563014785785967
257654700,12,0.33518914725738586
224227560,12,0.013485040977040527
251435110,12,0.0371303456269042
431002504,12,2.2631056849135454
431005083,12,5.8893692601792749
319368000,12,7.6134453241843341
367684000,12,0.77021212619680413
565889000,12,1.8119665694206637
431005676,12,2.5879367584986706
440105000,12,3.6908600330961217
316029965,12,0.24177751344502377
367530000,12,1.7638594732694624e-05
366874720,12,0.00020524429696385088
503080000,12,0.01414639871986155
431602031,12,0.25334054169928094
431680233,12,4.3419915766151478
244630980,12,2.2259469989952909
431800616,12,6.8959977327522566
431005421,12,0.66719643241267379
566858000,12,16.492078707538003
525123456,12,27.645883938832505
477046800,12,2.1140591068599539
477197200,12,0.33583504445043133
431000859,12,2.913896388763856
477117100,12,3.2322941225932351
316001331,12,3.9104317696506313e-05
257689500,12,2.7434597439893627e-05
244690405,12,119.05484787142744
244620654,12,1.2017104403342416
268268268,12,129.58818320884194
367032310,12,0.041848068113443868
477064000,12,0.4055088822564657
273335930,12,0.9477034304675257
244670146,12,0.69397434264053437
356590000,12,163.83335060125796
538006025,12,1.1291834355007127
431500561,12,2.1792672481296091
367047050,12,0.14454681131624733
319060900,12,0.93368774268960475
256647000,12,1.3101862108768372
441309000,12,2.8705466208475637e-05
249226000,12,0.90730406220857618
477937900,12,0.33598050294335291
431000639,12,2.6457422455021664
367107280,12,0.031448139994853554
375095000,12,0.027911496141098502
920101116,12,9.9398008554031883
503603000,12,0.03975507275801695
515918000,12,1.8380762455384521
503650800,12,0.016105200438515432
366364000,12,11.9652181966364
477390300,12,80.22574797518088
355090000,12,6.0585474288733883
366749710,12,38.31777242209786
431100682,12,2.3509300896772212
356717000,12,6.259093310572668
371784000,12,3.5243697497872235
431100945,12,3.6438732610741935
205361390,12,0.94214891760975572
431501694,12,0.65078642999369141
370739000,12,2.0133709456563866
477056200,12,0.38995684565912625
666000001,12,216.89779710772433
244670448,12,0.16714863435590471
710005970,12,0.058082807493343776
431005263,12,0.47223720872835517
503500600,12,0.0439810137595188
431005534,12,1.7509660237582036
373446000,12,10.983312925118828
431006365,12,2.4188734802893848
244700317,12,0.026505595989140096
431000628,12,1.8979678612588868
244660898,12,5.6523141922918558
338060001,12,0.19988873596319351
431004494,12,2.0868690299214716
316001687,12,4.5543283965798418
366744010,12,1.34313196359902
431300159,12,2.448958808226255
230620000,12,11.455512205567723
373222000,12,49.703456610165993
431500784,12,0.5470620948589745
441978000,12,1.6136229579375367
565484000,12,49.91932365462273
431602277,12,1.6186294480273076
431004315,12,1.8969893950929819
352713000,12,10.354241455539121
235014365,12,0.073336696660768155
265656810,12,0.25224430121402813
368470000,12,104.56743932337778
440032000,12,2.860061670656779
245209000,12,0.38911384596276949
431005815,12,2.1983986401135107
431005342,12,3.6882815647723497
367198110,12,0.5541177718413931
538005895,12,4.9074651579013207
244010548,12,0.45422119927396837
210161000,12,15.550595120026946
477937400,12,0.36092179403552216
244750382,12,0.60348224967134023
312155000,12,10.078200377739456
477070100,12,0.41525151963553153
555555555,12,138.911472425756
357981000,12,2.8130305208523794
412379240,12,0.0016427408127993044
219000431,12,0.057467086086937728
225414000,12,0.026532378583867779
412040080,12,0.32537525777631809
538004546,12,4.1802639663200551
305469000,12,2.1399431670848621
431006057,12,1.8876149876388766
367730000,12,11.78590954369554
232002589,12,0.075768971512461578
636015465,12,3.0583645613141641
244710875,12,0.028894452743861078
431200355,12,1.7779169629296876
431006666,12,1.8180808216811306
477476100,12,2.0370626471744178
508111131,12,1.9689594618816242
431501863,12,2.3288603764585529
431100987,12,2.6558651621430318
514209000,12,4.7766185183251277
371463000,12,3.5525378819530595
701000615,12,2.61783959990169e-05
265514800,12,0.14700546509057483
263024000,12,1.2904726448280274e-05
431300454,12,1.8918689898848715
413800067,12,1.5566983358945263
211590640,12,42.01578593774115
235006500,12,2.1400240302772109
369915000,12,1.5430454988037332
503064000,12,1.1158481029530278
371074000,12,153.70856467343887
431501827,12,2.5362806755003957
226007990,12,1.8595145265415667e-05
311058000,12,10.571395970083321
477190600,12,2.7740202895191488
431005691,12,2.6779882452953161
538003999,12,3.6201455677760914
701000869,12,1.0359316742482663
636091134,12,8.4365710005392387
431168000,12,1.6526600025467162
366765940,12,1.4265346282416866
431100182,12,2.9754773522023568
431000678,12,2.2142467129586962
6459024,12,0.34125078732047837
263671860,12,0.038021035252939969
477384000,12,0.427038180376024
431006342,12,3.2344250382586037
265701610,12,1.6906338761942265e-05
412420384,12,0.000123670457413902
431004512,12,2.0813420421565523
431000826,12,2.3319131580019721
431500011,12,2.202909228616635
244710114,12,118.67769252508171
316001266,12,0.026919499452056204
244710521,12,0.1355393038078018
431004083,12,3.3543628700865047
431101012,12,3.0296993680726905
226008790,12,0.021025615591639686
477767500,12,9.0951794884458579
566563000,12,76.255936408896744
431005988,12,1.7495586500129052
244710315,12,0.314331105854199
503250000,12,0.21803540050257514
244700221,12,0.99782569025882029
431005643,11,1.8936137859267876
431241000,11,3.2451275872624694
755053000,11,1.1628948809664754
316001633,11,4.7527363086382168
244100114,11,0.62666722861714008
503753500,11,0.18338075699387543
431401953,11,2.7200046121607264
413771175,11,0.83123835529001133
413305250,11,1.1662183579328294
431005211,11,2.9629645817761143
413329130,11,1.9682203029291478
413352610,11,4.3402970266313545
356712000,11,2.5454647614096837
431004516,11,2.0003144456414153
671554000,11,13.783588983759854
503600400,11,1.6493259489553291
565994000,11,42.23874958583567
431006049,11,1.9339210077022559
514814000,11,4.243840097374969
431000501,11,0.23896391917852722
432908000,11,2.4592736375816826
431000478,11,0.24395354431904304
371930000,11,2.0187603869340243
373227000,11,1.333744495235492
366898420,11,0.15207355755609248
431401856,11,2.1405130754784754
533209000,11,2.7471728251765084
367013040,11,0.085622301910514467
477738500,11,173.09835898925564
431501746,11,1.9904720265664291
244620331,11,1.9598985710378471e-05
352236000,11,10.770107708319207
244790611,11,0.00021357268599287989
701006037,11,2.3808457874206232
351584000,11,1.3224856848118689
431401807,11,2.0161261857718
431004515,11,5.8027809256707448
241229000,11,2.7392045690745155
431200688,11,2.4771538716575354
226006120,11,2.3447051809009605e-05
367012660,11,0.0880767342345722
229572000,11,3.8029226810477743
431003355,11,3.7663055474065779
432968000,11,3.2210049927172819
367004270,11,0.019891771575449656
431001015,11,1.7683744140411961
431003166,11,1.731513660264997
553111321,11,103.53115800750184
5030152,11,1.2760577061653792e-05
354220000,11,2.3090575905835697
244690611,11,0.070257827448727037
211169260,11,0.58914485205850031
305527000,11,2.3304012446211217
311049600,11,3.9877508327414444
477641700,11,1.97730369425441
431000926,11,5.4797225145397
636015611,11,2.9129456461322478
431600251,11,5.07888392018161
431005439,11,4.3879036535005831
503096300,11,0.12531763762978254
366988970,11,86.938737580235269
351453000,11,3.2140224363999583
412020540,11,0.081962051228261085
431300014,11,2.9328503236556309
503194500,11,0.049830644289121873
209919000,11,1.209681300211024
413771109,11,0.51775124356083468
538006074,11,2.2653026630844586
331185000,11,0.12865532566213286
366773040,11,0.10527914529777557
431500829,11,1.86073696739792
338500000,11,38.343631106548166
232002159,11,3.38776907781127
431005409,11,2.1903295254368853
308025000,11,3.2341373075917335
244750713,11,0.64398312516961942
211437320,11,0.059790820630363818
273546620,11,3.1166446257126656e-05
477203300,11,22.071487914678439
477937100,11,0.28803067127312065
431000776,11,2.088120768770994
431000161,11,2.690970571509899
431501275,11,2.0621783588485667
431301542,11,4.97655718580521
273387600,11,13.099165658354607
770123456,11,3.5213851642994554
441129000,11,1.7726460579078498
273449450,11,18.314038609203738
235080023,11,2.1181633224185821
431500572,11,6.240003270680468
538005941,11,34.432860510773246
431100906,11,5.9376318436628424
316001635,11,5.5348807682143537
431005101,11,2.0959905392162343
319392000,11,35.4140498682863
538004245,11,3.1785179504643737
311009700,11,2.5948502829073559
316015632,11,0.75562197643066142
503023000,11,0.043222078541283515
431000486,11,0.19412904203985235
244850098,11,1.7853086526266861e-05
369531000,11,0.75792582264108843
367017270,11,0.054520172917282325
273332570,11,0.29010187408535637
316018483,11,0.24553262378572943
244620994,11,0.17549281997767879
431400649,11,2.4337011272243254
431800699,11,2.8739631881372905
431697000,11,2.2383720253934132
357665000,11,26.910297799933108
431402035,11,5.62205831304267
477219400,11,3.25247751449619
211588680,11,0.49410897564847228
538005509,11,1.1160243033926822e-05
477241600,11,3.3276813063260779
440206000,11,8.6758917588506037
538004392,11,1.8536881636911069
431000912,11,2.723301228347482
244700985,11,0.28381438906307188
566656000,11,1.2128935424216842
244690781,11,2.99080008573643e-05
413371930,11,0.24398516805270873
244740611,11,1.0445364790763512
371469000,11,1.7707937796484685
211556900,11,0.374967717367091
538004601,11,17.239540532833338
211527980,11,0.023615533453841743
366962220,11,0.036889874966856556
431005074,11,2.2078110619632088
431006332,11,3.0469608475217331
273217700,11,1.1418754553465593
431260000,11,2.4553289097205591
431004622,11,16.207114254615547
440109590,11,1.5219515860345294
431004154,11,4.8034637678551659
413179000,11,42.78011014333471
515067000,11,8.9376446694368017
357322000,11,1.8542498219454462
431000479,11,0.382021502419106
441964000,11,2.2858173041426375
431006802,11,2.2133086097495118
319059500,11,0.49299976515572907
431600182,11,0.47190863852793047
538003998,11,7.0874458897175083
244740788,11,118.74297071615302
355327000,11,2.1312998769444009
440023000,11,3.2670298452526469
710008820,11,0.50743774470851044
431005666,11,2.6538807859871896
244780704,11,0.01121209268699294
244159000,11,1.0333369962947461
273348570,11,20.453290877856677
